idx,title_raw,text_raw
9992961,"

                    Plants and seeds of hybrid corn variety CH282521                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH282521. The invention thus relates to the plants, seeds and tissue cultures of the variety CH282521, and to methods for producing a corn plant produced by crossing a corn plant of variety CH282521 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH282521.         "
9883649,"

                    Plants and seeds of hybrid corn variety CH576533                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH576533. The invention thus relates to the plants, seeds and tissue cultures of the variety CH576533, and to methods for producing a corn plant produced by crossing a corn plant of variety CH576533 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH576533.         "
9901064,"

                    Plants and seeds of hybrid corn variety CH176642                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH176642. The invention thus relates to the plants, seeds and tissue cultures of the variety CH176642, and to methods for producing a corn plant produced by crossing a corn plant of variety CH176642 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH176642.         "
10292348,"

                    Plants and seeds of hybrid corn variety CH320399                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH320399. The invention thus relates to the plants, seeds and tissue cultures of the variety CH320399, and to methods for producing a corn plant produced by crossing a corn plant of variety CH320399 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH320399.         "
10070609,"

                    Plants and seeds of hybrid corn variety CH895408                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH895408. The invention thus relates to the plants, seeds and tissue cultures of the variety CH895408, and to methods for producing a corn plant produced by crossing a corn plant of variety CH895408 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH895408.         "
9992960,"

                    Plants and seeds of hybrid corn variety CH624865                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH624865. The invention thus relates to the plants, seeds and tissue cultures of the variety CH624865, and to methods for producing a corn plant produced by crossing a corn plant of variety CH624865 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH624865.         "
10154635,"

                    Plants and seeds of hybrid corn variety CH836028                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH836028. The invention thus relates to the plants, seeds and tissue cultures of the variety CH836028, and to methods for producing a corn plant produced by crossing a corn plant of variety CH836028 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH836028.         "
9980455,"

                    Plants and seeds of hybrid corn variety CH785771                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH785771. The invention thus relates to the plants, seeds and tissue cultures of the variety CH785771, and to methods for producing a corn plant produced by crossing a corn plant of variety CH785771 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH785771.         "
10136597,"

                    Plants and seeds of hybrid corn variety CH288975                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH288975. The invention thus relates to the plants, seeds and tissue cultures of the variety CH288975, and to methods for producing a corn plant produced by crossing a corn plant of variety CH288975 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH288975.         "
10306859,"

                    Plants and seeds of hybrid corn variety CH205155                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH205155. The invention thus relates to the plants, seeds and tissue cultures of the variety CH205155, and to methods for producing a corn plant produced by crossing a corn plant of variety CH205155 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH205155.         "
9992957,"

                    Plants and seeds of hybrid corn variety CH329249                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH329249. The invention thus relates to the plants, seeds and tissue cultures of the variety CH329249, and to methods for producing a corn plant produced by crossing a corn plant of variety CH329249 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH329249.         "
9999194,"

                    Plants and seeds of hybrid corn variety CH744817                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH744817. The invention thus relates to the plants, seeds and tissue cultures of the variety CH744817, and to methods for producing a corn plant produced by crossing a corn plant of variety CH744817 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH744817.         "
10154636,"

                    Plants and seeds of hybrid corn variety CH311019                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH311019. The invention thus relates to the plants, seeds and tissue cultures of the variety CH311019, and to methods for producing a corn plant produced by crossing a corn plant of variety CH311019 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH311019.         "
10278353,"

                    Plants and seeds of hybrid corn variety CH288451                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH288451. The invention thus relates to the plants, seeds and tissue cultures of the variety CH288451, and to methods for producing a corn plant produced by crossing a corn plant of variety CH288451 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH288451.         "
10085397,"

                    Plants and seeds of hybrid corn variety CH228442                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH228442. The invention thus relates to the plants, seeds and tissue cultures of the variety CH228442, and to methods for producing a corn plant produced by crossing a corn plant of variety CH228442 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH228442.         "
10219479,"

                    Plants and seeds of hybrid corn variety CH702044                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH702044. The invention thus relates to the plants, seeds and tissue cultures of the variety CH702044, and to methods for producing a corn plant produced by crossing a corn plant of variety CH702044 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH702044.         "
10039253,"

                    Plants and seeds of hybrid corn variety CH754140                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH754140. The invention thus relates to the plants, seeds and tissue cultures of the variety CH754140, and to methods for producing a corn plant produced by crossing a corn plant of variety CH754140 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH754140.         "
4847243,"

                    Treatment for fescue toxicosis in grazing animals                
","
            There is disclosed a method for the prevention of fescue toxicosis in grazing animals. Fescue toxicosis results from a grazing animal ingesting certain toxins present in or on the grass which can impair growth, reproductive performance, and is sometimes fatal. It has been discovered that the administration of ivermectin or related avermectin compounds is effective in reducing or eliminating the toxic effects of fescue endophyte ingestion.        "
10334807,"

                    Plants and seeds of hybrid corn variety CH288822                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH288822. The invention thus relates to the plants, seeds and tissue cultures of the variety CH288822, and to methods for producing a corn plant produced by crossing a corn plant of variety CH288822 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH288822.         "
9918448,"

                    Plants and seeds of hybrid corn variety CH324182                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH324182. The invention thus relates to the plants, seeds and tissue cultures of the variety CH324182, and to methods for producing a corn plant produced by crossing a corn plant of variety CH324182 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH324182.         "
10238070,"

                    Plants and seeds of hybrid corn variety CH720451                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH720451. The invention thus relates to the plants, seeds and tissue cultures of the variety CH720451, and to methods for producing a corn plant produced by crossing a corn plant of variety CH720451 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH720451.         "
10143171,"

                    Plants and seeds of hybrid corn variety CH851343                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH851343. The invention thus relates to the plants, seeds and tissue cultures of the variety CH851343, and to methods for producing a corn plant produced by crossing a corn plant of variety CH851343 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH851343.         "
10136598,"

                    Plants and seeds of hybrid corn variety CH887497                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH887497. The invention thus relates to the plants, seeds and tissue cultures of the variety CH887497, and to methods for producing a corn plant produced by crossing a corn plant of variety CH887497 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH887497.         "
10278355,"

                    Plants and seeds of hybrid corn variety CH830401                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH830401. The invention thus relates to the plants, seeds and tissue cultures of the variety CH830401, and to methods for producing a corn plant produced by crossing a corn plant of variety CH830401 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH830401.         "
10194628,"

                    Plants and seeds of hybrid corn variety CH306870                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH306870. The invention thus relates to the plants, seeds and tissue cultures of the variety CH306870, and to methods for producing a corn plant produced by crossing a corn plant of variety CH306870 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH306870.         "
10188064,"

                    Plants and seeds of hybrid corn variety CH246236                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH246236. The invention thus relates to the plants, seeds and tissue cultures of the variety CH246236, and to methods for producing a corn plant produced by crossing a corn plant of variety CH246236 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH246236.         "
10194627,"

                    Plants and seeds of hybrid corn variety CH577323                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH577323. The invention thus relates to the plants, seeds and tissue cultures of the variety CH577323, and to methods for producing a corn plant produced by crossing a corn plant of variety CH577323 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH577323.         "
10219481,"

                    Plants and seeds of hybrid corn variety CH753550                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH753550. The invention thus relates to the plants, seeds and tissue cultures of the variety CH753550, and to methods for producing a corn plant produced by crossing a corn plant of variety CH753550 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH753550.         "
10143172,"

                    Plants and seeds of hybrid corn variety CH583000                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH583000. The invention thus relates to the plants, seeds and tissue cultures of the variety CH583000, and to methods for producing a corn plant produced by crossing a corn plant of variety CH583000 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH583000.         "
10194629,"

                    Plants and seeds of hybrid corn variety CH700140                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH700140. The invention thus relates to the plants, seeds and tissue cultures of the variety CH700140, and to methods for producing a corn plant produced by crossing a corn plant of variety CH700140 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH700140.         "
10278356,"

                    Plants and seeds of hybrid corn variety CH846107                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH846107. The invention thus relates to the plants, seeds and tissue cultures of the variety CH846107, and to methods for producing a corn plant produced by crossing a corn plant of variety CH846107 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH846107.         "
10104855,"

                    Plants and seeds of hybrid corn variety CH728705                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH728705. The invention thus relates to the plants, seeds and tissue cultures of the variety CH728705, and to methods for producing a corn plant produced by crossing a corn plant of variety CH728705 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH728705.         "
10070610,"

                    Plants and seeds of hybrid corn variety CH625414                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH625414. The invention thus relates to the plants, seeds and tissue cultures of the variety CH625414, and to methods for producing a corn plant produced by crossing a corn plant of variety CH625414 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH625414.         "
9968063,"

                    Plants and seeds of hybrid corn variety CH174829                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH174829. The invention thus relates to the plants, seeds and tissue cultures of the variety CH174829, and to methods for producing a corn plant produced by crossing a corn plant of variety CH174829 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH174829.         "
9980456,"

                    Plants and seeds of hybrid corn variety CH213573                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH213573. The invention thus relates to the plants, seeds and tissue cultures of the variety CH213573, and to methods for producing a corn plant produced by crossing a corn plant of variety CH213573 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH213573.         "
10070611,"

                    Plants and seeds of hybrid corn variety CH624975                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH624975. The invention thus relates to the plants, seeds and tissue cultures of the variety CH624975, and to methods for producing a corn plant produced by crossing a corn plant of variety CH624975 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH624975.         "
10412911,"

                    Plants and seeds of hybrid corn variety CH634759                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH634759. The invention thus relates to the plants, seeds and tissue cultures of the variety CH634759, and to methods for producing a corn plant produced by crossing a corn plant of variety CH634759 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH634759.         "
10219480,"

                    Plants and seeds of hybrid corn variety CH624589                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH624589. The invention thus relates to the plants, seeds and tissue cultures of the variety CH624589, and to methods for producing a corn plant produced by crossing a corn plant of variety CH624589 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH624589.         "
10149446,"

                    Plants and seeds of hybrid corn variety CH658391                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH658391. The invention thus relates to the plants, seeds and tissue cultures of the variety CH658391, and to methods for producing a corn plant produced by crossing a corn plant of variety CH658391 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH658391.         "
