idx,title_raw,text_raw
10130057,"

                    Plants and seeds of hybrid corn variety CH321178                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH321178. The invention thus relates to the plants, seeds and tissue cultures of the variety CH321178, and to methods for producing a corn plant produced by crossing a corn plant of variety CH321178 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH321178.         "
10143152,"

                    Plants and seeds of hybrid corn variety CH205107                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH205107. The invention thus relates to the plants, seeds and tissue cultures of the variety CH205107, and to methods for producing a corn plant produced by crossing a corn plant of variety CH205107 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH205107.         "
9992963,"

                    Plants and seeds of hybrid corn variety CH712452                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH712452. The invention thus relates to the plants, seeds and tissue cultures of the variety CH712452, and to methods for producing a corn plant produced by crossing a corn plant of variety CH712452 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH712452.         "
9992959,"

                    Plants and seeds of hybrid corn variety CH301339                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH301339. The invention thus relates to the plants, seeds and tissue cultures of the variety CH301339, and to methods for producing a corn plant produced by crossing a corn plant of variety CH301339 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH301339.         "
9999196,"

                    Plants and seeds of hybrid corn variety CH306491                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH306491. The invention thus relates to the plants, seeds and tissue cultures of the variety CH306491, and to methods for producing a corn plant produced by crossing a corn plant of variety CH306491 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH306491.         "
9986708,"

                    Plants and seeds of hybrid corn variety CH206372                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH206372. The invention thus relates to the plants, seeds and tissue cultures of the variety CH206372, and to methods for producing a corn plant produced by crossing a corn plant of variety CH206372 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH206372.         "
10194608,"

                    Plants and seeds of hybrid corn variety CH637137                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH637137. The invention thus relates to the plants, seeds and tissue cultures of the variety CH637137, and to methods for producing a corn plant produced by crossing a corn plant of variety CH637137 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH637137.         "
9918447,"

                    Plants and seeds of hybrid corn variety CH600926                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH600926. The invention thus relates to the plants, seeds and tissue cultures of the variety CH600926, and to methods for producing a corn plant produced by crossing a corn plant of variety CH600926 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH600926.         "
10271491,"

                    Plants and seeds of hybrid corn variety CH760817                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH760817. The invention thus relates to the plants, seeds and tissue cultures of the variety CH760817, and to methods for producing a corn plant produced by crossing a corn plant of variety CH760817 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH760817.         "
10238071,"

                    Plants and seeds of hybrid corn variety CH735174                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH735174. The invention thus relates to the plants, seeds and tissue cultures of the variety CH735174, and to methods for producing a corn plant produced by crossing a corn plant of variety CH735174 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH735174.         "
9986711,"

                    Plants and seeds of hybrid corn variety CH207560                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH207560. The invention thus relates to the plants, seeds and tissue cultures of the variety CH207560, and to methods for producing a corn plant produced by crossing a corn plant of variety CH207560 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH207560.         "
10271492,"

                    Plants and seeds of hybrid corn variety CH862125                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH862125. The invention thus relates to the plants, seeds and tissue cultures of the variety CH862125, and to methods for producing a corn plant produced by crossing a corn plant of variety CH862125 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH862125.         "
10058057,"

                    Plants and seeds of hybrid corn variety CH608452                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH608452. The invention thus relates to the plants, seeds and tissue cultures of the variety CH608452, and to methods for producing a corn plant produced by crossing a corn plant of variety CH608452 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH608452.         "
10051822,"

                    Plants and seeds of hybrid corn variety CH776341                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH776341. The invention thus relates to the plants, seeds and tissue cultures of the variety CH776341, and to methods for producing a corn plant produced by crossing a corn plant of variety CH776341 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH776341.         "
9883648,"

                    Plants and seeds of hybrid corn variety CH573369                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH573369. The invention thus relates to the plants, seeds and tissue cultures of the variety CH573369, and to methods for producing a corn plant produced by crossing a corn plant of variety CH573369 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH573369.         "
10238069,"

                    Plants and seeds of hybrid corn variety CH713119                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH713119. The invention thus relates to the plants, seeds and tissue cultures of the variety CH713119, and to methods for producing a corn plant produced by crossing a corn plant of variety CH713119 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH713119.         "
10188065,"

                    Plants and seeds of hybrid corn variety CH316064                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH316064. The invention thus relates to the plants, seeds and tissue cultures of the variety CH316064, and to methods for producing a corn plant produced by crossing a corn plant of variety CH316064 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH316064.         "
10143153,"

                    Plants and seeds of hybrid corn variety CH174815                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH174815. The invention thus relates to the plants, seeds and tissue cultures of the variety CH174815, and to methods for producing a corn plant produced by crossing a corn plant of variety CH174815 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH174815.         "
9986709,"

                    Plants and seeds of hybrid corn variety CH327880                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH327880. The invention thus relates to the plants, seeds and tissue cultures of the variety CH327880, and to methods for producing a corn plant produced by crossing a corn plant of variety CH327880 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH327880.         "
10271507,"

                    Plants and seeds of hybrid corn variety CH795172                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH795172. The invention thus relates to the plants, seeds and tissue cultures of the variety CH795172, and to methods for producing a corn plant produced by crossing a corn plant of variety CH795172 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH795172.         "
7491535,"

                    Sulfur-oxidizing plant growth promoting rhizobacteria for enhanced canola performance                
","
            Described herein is the isolation and identification of a number of sulfur oxidizing plant growth promoting rhizobacteria: RAY12, identified as Achromobacter piechaudii; RAY28, identified as Agrobacterium tumefaciens, RAY132, identified as Stenotrophomonas maltophilia; and RAY209, identified as Delftia acidovorans. The PGPR act to oxidize elemental sulfur which in turn provides sulfate for the plants. As a result of this arrangement, plants are able to grow more efficiently and effectively and have enhanced growth characteristics, for example, but by no means limited to, increased vigor, early emergence, increased emergence rate, increased biomass, increased plant leaf area, higher crop yield, increased pod number, increased pod weight, increased root biomass, increased seed weight, increased macro- and micro-nutrient uptake and the like. The sulfur-oxidizing PGPR may be applied to seeds, seed pieces, carrier materials, roots and planting soil.        "
6914176,"

                    Corn products and methods for their production                
","
            Disclosed herein is a subgroup of corn lines comprised of plants that produce seeds having low saturated fatty acid content. The plants disclosed herein can be used to produce low saturated corn material predictably, via conventional methods. Further, the plants disclosed herein can be used to produce commercially acceptable hybrids having lower saturated fat content.        "
0251589,"

                    Autonomous Integrated Farming System                
","
            A farming system includes a field engagement unit. The field engagement unit includes a support assembly. The support assembly includes one or more work tool rail assemblies. The field engagement unit additionally includes one or more propulsion units which provide omnidirectional control of the field engagement unit. The field engagement unit additionally includes one or more work tool assemblies. The one or more work tool assemblies are actuatable along the one or more work tool rail assemblies. The farming system additionally includes a local controller. The local controller includes one or more processors configured to execute a set of program instructions stored in memory. The program instructions are configured to cause the one or more processors to control one or more components of the field engagement unit.         "
6344599,"

                    Open pollinated hybrid and the method of producing                
","
            The present invention is directed to an open pollinated hybrid with yields similar to standard F1 hybrids and to methods of producing open pollinated hybrids. This invention results in a method of inexpensive, continuous seed increase with minimal loss of hybrid vigor.        "
5539637,"

                    Biologically-identified optimal temperature interactive console (Biotic) for managing irrigation                
","
            A process and device for managing irrigation of plants or crops using crop canopy temperate measurements by use of a specific time threshold. In this process, the canopy temperature of the target plant is repeatedly measured with an infrared thermometer. After each measurement, the canopy temperature is compared with a predetermined threshold canopy temperature, above which temperature the plant is thermally stressed. If the measured canopy temperature is less than or equal to the threshold canopy temperature, or if the existing humidity is restrictive to plant cooling, then irrigation is not indicated and the canopy temperature measurement is repeated at its designated time. However, if both the measured canopy temperature is greater than the threshold temperature, and the humidity is not restrictive to plant cooling, then an increment of time is added to a time register. The accumulated time in the time register is then compared to the time threshold, a predetermined constant defined as about the mean of the length of time per day that the canopy temperature for the plant, in a well-watered and non-stressed condition, exceeded the threshold canopy temperature in the target geographical area. As long as the accumulated time is substantially less than the time threshold, irrigation is either unnecessary or ineffective to achieve transpirational cooling, and the process is again repeated with measurement of the canopy temperature. However, once the accumulated time exceeds or is approximately equal to the time threshold, transpirational cooling is indicated and an irrigation signal is generated.        "
6657110,"

                    Cytoplasm for maize                
","
            Novel maize plants having a nuclear genome of maize chromosomes with no Tripsacum chromosomes, but with extranuclear genes or cytoplasmic DNA from Tripsacum floridanum are disclosed. These novel maize plants are fertile and may be readily crossed as the female parent with any maize as the male line, and the progeny thereof will retain the Tripsacum extranuclear genes. The maize plants may be used to convey the Tripsacum extranuclear genes into any maize breeding or inbred line, or to produce novel maize hybrids or inbred lines possessing the Tripsacum extranuclear genes. Maize plants having the Tripsacum extranuclear genes will exhibit modified traits which are controlled by the extranuclear genes or influenced by the interaction of the extranuclear genes with the maize nuclear genome, including one or more of increased disease and insect resistance, particularly increased resistance to the corn rootworm complex, and the production of aerenchyma in the roots.        "
5140917,"

                    Method and apparatus for seeding agricultural crops                
","
            A method and apparatus for seeding agricultural crops in which seed is placed in residue-free rows that are closely aligned and associated with bands of deeply placed fertilizer whereby the plants from each seed row may access more than one deep band of fertilizer for the purpose of improving the utilization of fertilizer, improving plant growth and plant yield. The method is further enhanced by an apparatus that can seed, fertilize, and move residue by means of large deep-running blades in combination with a residue knife, a seed placement device, and a fertilizer placement device.        "
9986678,"

                    Methods to differentiate and improve germplasm for seed emergence under stress                
","
            The present invention provides methods for testing seed germination and predicting seed emergence in stressful field conditions, such as cold and flooding stress. Cold Soak Test and ultra-drying methods are provided herein. The methods find use in the development of corn breeding technologies and germplasm selection to evaluate and develop new hybrids that can produce stable stands under stressful field conditions.         "
10722852,"

                    Method of altering the existing molecular organization of a liquid or gas using specific linear monopole magnetic fields, designed turbulence and gas or liquid mixing within a regulated flow stream to establish a new molecular composition                
","
            A method of using magnetic influence on flow streams of liquids and gases to over excite their atoms, break existing molecular bonds, and from two oppositely charged flow streams cause immediate and permanent bonding of oppositely charged ions to create a new molecular composition. While magnetic influence is predominately responsible for the molecular reorganization produced, induced turbulence disrupts a tendency for laminar flow in the flow streams, creating more chaotic movement and molecule collisions in liquids/gases used and a more complete result. Mixing of the two oppositely charged flow streams is preferred via a venturi. Magnetic influence on flow streams can be applied more than once. Using this method with water having a molecular composition of H2O in a primary flow stream and ozone gas in a secondary flow stream, and mixing of the oppositely charged flow streams using a venturi, a new molecular composition of H2O5 can be created.         "
5602311,"

                    Soybeans and soybeans products having high palmitic acid content                
","
            A method is described for producing soybean varieties and lines exhibiting palmitic acid contents of at least about 18.0% up to 30.0% or more. The novel soybean lines are obtained from a soybean seed designated A1937NMU-85 and its descendants, particular desirable progeny resulting from the cross of A1937NMU-85 with ElginEMS-421, and further with the cross of selected progeny with A89-259098.        "
5663485,"

                    Soybean designated A89-259098                
","
            A method is described for producing soybean varieties and lines exhibiting palmitic acid contents of at least about 18.0% up to 30.0% or more. The novel soybean lines are obtained from a soybean seed designated A1937NMU-85 and its descendants, particular desirable progeny resulting from the cross of A1937NMU-85 with ElginEMS-421, and further with the cross of selected progeny with A89-259098.        "
5850029,"

                    Soybean designated AX7017-1-3                
","
            A soybean seed is provided which exhibits an extremely high level of palmitic acid within the vegetable oil component of the seed. The soybean seed is designated AX7017-1-3 and bears ATCC Accession No. 97967. Palmitic acid is present in the endogenously formed vegetable oil in a concentration of at least 18 percent by weight (preferably at least 20 percent by weight) based upon the total fatty acid content as determined by gas chromatography. Descendants which exhibit a comparable palmitic acid content within the vegetable of the present invention are included within the concept of the present invention. A soybean plant also is provided upon the germination of the soybean seed. Such soybean plant commonly is capable of yielding comparable soybean seeds in a subsequent generation following self-pollination. The soybean seed preferably is provided within an assemblage of like seeds. A high level of stearic acid of at least 18 percent by weight (preferably at least 20 percent by weight) also can be present in the endogenously formed vegetable oil.        "
5684230,"

                    Soybean designated AX 4663-5-4-5                
","
            A method is described for producing soybean varieties and lines exhibiting palmitic acid contents of at least about 18.0% up to 30.0% or more. The novel soybean lines are obtained from a soybean seed designated A1937NMU-85 and its descendants, particular desirable progeny resulting from the cross of A1937NMU-85 with ElginEMS-421, and further with the cross of selected progeny with A89-259098.        "
5714672,"

                    Soybean designated elginEMS-421                
","
            A novel soybean seed and plant designated ElginEMS-421 having ATCC Accession No. 97617 and its descendents are provided. Such soybean seed exhibits an elevated palmitic acid (C16:0) content of at least 15.7% by weight based upon the total fatty acid content in the endogenously formed vegetable oil.        "
5684231,"

                    Soybean designated A1937 NMU-85                
","
            A method is described for producing soybean varieties and lines exhibiting palmitic acid contents of at least about 18.0% up to 30.0% or more. The novel soybean lines are obtained from a soybean seed designated A1937NMU-85 and its descendants, particular desirable progeny resulting from the cross of A1937NMU-85 with ElginEMS-421, and further with the cross of selected progeny with A89-259098.        "
5927005,"

                    Phytoremediation of heavy metals with creosote plants                
","
            Methods are described for the decontamination of soil containing heavy metals. In particular, these methods rely on phytoremediation using the plants of the species Larrea tridentata, the creosote bush. The methods are particularly directed at the decontamination of soil containing lead, copper, nickel and cadmium. The methods described herein are the first examples of phytoremediation using perennial plants which concentrate a high proportion of the scavenged metals in nonessential tissues, allowing the plants to be used continuously, rather than requiring repeated cycles of planting and harvesting entire plants in order to fully decontaminate the same area of land.        "
5710369,"

                    A16 soybeans having low linolenic acid content and descendents                
","
            A novel soybean seed and plant designated A16 having ATCC Accession No. and its descendents are provided. Such soybean exhibits an unusually low linolenic acid (C18:3) content of less than 2.5% by weight based upon the total fatty acid content in the endogenously formed vegetable oil.        "
5714669,"

                    A17 soybeans having low linolenic acid content and descendents                
","
            A novel soybean seed and plant designated A17 having ATCC Accession No. 40539 and its descendents are provided. Such soybean exhibits an unusually low linolenic acid (C18:3) content of less than 2.5% by weight based upon the total fatty acid content in the endogenously formed vegetable oil. Also, the palmitic acid (C16:0) content of the endogenously formed vegetable oil is elevated and is at least 15.1% by weight based upon the total fatty acid content.        "
5714668,"

                    Soybeans having low linolenic acid and elevated stearic acid contents                
","
            A novel soybean seed and plant capable of producing the same are provided. Such soybean seed contains an endogenous linolenic acid (C18:3) content in the vegetable oil at a low level of less than 3.0% (preferably less than about 2.5%) by weight in combination with an elevated stearic acid (C18:0) content of about 20% to 32% by weight based upon the total fatty acid content. The soybean seed is capable upon germination of producing a plant that likewise forms seeds having an endogenous linolenic acid content in the vegetable oil of less than 3.0% (preferably less than about 2.5%) by weight in combination with an elevated stearic acid content of about 20% to 32% by weight based upon the total fatty acid content. The linolenic acid and stearic acid contents of the endogenously formed vegetable oil are determined by gas chromatography (as described).        "
6322607,"

                    Zinc-ammonium phosphate fertilizers                
","
            A process of obtaining a co-granulate of zinc and ammonium phosphate having a N/P ratio of 0.6-1.9 which includes initially feeding ammonium phosphate in finely divided form with a zinc source such as zinc oxide or zinc sulphate into a granulator wherein ammonia may also be fed into the granulator to increase the N/P ratio. The co-granulate is then obtained after drying.        "
9526243,"

                    Pollination success and seed set in corn hybrid seed production                
","
            The invention provides methods and process to enhance pollination success and thereby increase seed yield in corn seed production. The invention discloses use of Gibberellins to increase hybrid seed production in corn.         "
10721857,"

                    Autonomous integrated farming system                
","
            A farming system includes a field engagement unit. The field engagement unit includes a support assembly. The support assembly includes one or more work tool rail assemblies. The field engagement unit additionally includes one or more propulsion units which provide omnidirectional control of the field engagement unit. The field engagement unit additionally includes one or more work tool assemblies. The one or more work tool assemblies are actuatable along the one or more work tool rail assemblies. The farming system additionally includes a local controller. The local controller includes one or more processors configured to execute a set of program instructions stored in memory. The program instructions are configured to cause the one or more processors to control one or more components of the field engagement unit.         "
0274241,"

                    Autonomous Integrated Farming System                
","
            A farming system includes a field engagement unit. The field engagement unit includes a support assembly. The support assembly includes one or more work tool rail assemblies. The field engagement unit additionally includes one or more propulsion units which provide omnidirectional control of the field engagement unit. The field engagement unit additionally includes one or more work tool assemblies. The one or more work tool assemblies are actuatable along the one or more work tool rail assemblies. The farming system additionally includes a local controller. The local controller includes one or more processors configured to execute a set of program instructions stored in memory. The program instructions are configured to cause the one or more processors to control one or more components of the field engagement unit.         "
4023308,"

                    Plant growth substrate and process for using                
","
            A process and combination for improving the growth of plants and preventing the plant support medium from retaining too great a quantity of water. A foraminous body is placed in the bottom of the container and prior to the time it is placed therein, it is perforated to form cylindrical conduits vertically completely through the foraminous body wherein the perforations are about 1-5 mm in diameter and are spaced apart about 1-8 mm. Soil is placed on top of the foraminous body, a plant is germinated or planted, watered and fertilized to grow in the container. The water will be retained in the sponge-like foraminous body around the conduits and be available to the plant roots. The conduits themselves will be free of water and will provide a reservoir of oxygen for the roots.        "
10278357,"

                    Plants and seeds of hybrid corn variety CH850148                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH850148. The invention thus relates to the plants, seeds and tissue cultures of the variety CH850148, and to methods for producing a corn plant produced by crossing a corn plant of variety CH850148 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH850148.         "
10278352,"

                    Plants and seeds of hybrid corn variety CH192300                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH192300. The invention thus relates to the plants, seeds and tissue cultures of the variety CH192300, and to methods for producing a corn plant produced by crossing a corn plant of variety CH192300 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH192300.         "
10314271,"

                    Plants and seeks of hybrid corn variety CH603360                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH603360. The invention thus relates to the plants, seeds and tissue cultures of the variety CH603360, and to methods for producing a corn plant produced by crossing a corn plant of variety CH603360 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH603360.         "
10426114,"

                    Plants and seeds of hybrid corn variety CH871134                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH871134. The invention thus relates to the plants, seeds and tissue cultures of the variety CH871134, and to methods for producing a corn plant produced by crossing a corn plant of variety CH871134 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH871134.         "
10143159,"

                    Plants and seeds of hybrid corn variety CH668645                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH668645. The invention thus relates to the plants, seeds and tissue cultures of the variety CH668645, and to methods for producing a corn plant produced by crossing a corn plant of variety CH668645 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH668645.         "
10314272,"

                    Plants and seeds of hybrid corn variety CH880905                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH880905. The invention thus relates to the plants, seeds and tissue cultures of the variety CH880905, and to methods for producing a corn plant produced by crossing a corn plant of variety CH880905 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH880905.         "
9907285,"

                    Plants and seeds of hybrid corn variety CH867206                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH867206. The invention thus relates to the plants, seeds and tissue cultures of the variety CH867206, and to methods for producing a corn plant produced by crossing a corn plant of variety CH867206 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH867206.         "
10045504,"

                    Plants and seeds of hybrid corn variety CH281810                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH281810. The invention thus relates to the plants, seeds and tissue cultures of the variety CH281810, and to methods for producing a corn plant produced by crossing a corn plant of variety CH281810 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH281810.         "
7772464,"

                    Agronomically adapted alfalfa plants with high levels of somatic embryogenesis                
","
            The invention provides alfalfa plants having adaptation, productivity, winterhardiness, and disease resistance with high levels of somatic embryogenesis. Plants and plant parts of the invention are useful in the efficient development of transgenic alfalfa plants with adaptation, productivity, winterhardiness, and disease resistance.        "
5859353,"

                    Corn Inbred lines for dairy cattle feed                
","
            An inbred corn line designated AR5252bm3 is disclosed. AR5252bm3 is useful for producing F1 hybrid corn seed and plants therefrom. Such corn plants exhibit the brown midrib phenotype and yield a silage that, when fed to dairy cattle, increases milk production.        "
5977458,"

                    Corn inbred lines for dairy cattle feed                
","
            An inbred corn line designated AR5651bm3 is disclosed. AR5651bm3 is useful for priducing F1 hybrid corn seed and plants therefrom. Such corn plants exhibit the brown midrib phenotype and yield a silage that, when fed to dairy cattle, increases milk production.        "
5969222,"

                    Corn inbred lines for dairy cattle feed                
","
            An inbred corn line designated AR5153bm3 is disclosed. AR5153bm3 is useful for producing F1 hybrid corn seed and plants therefrom. Such corn plants exhibit the brown midrib phenotype and yield a silage that, when fed to dairy cattle, increases milk production.        "
6114609,"

                    Corn inbred lines for dairy cattle feed                
","
            An inbred corn line designated AR5253bm3 is disclosed. AR5253bm3 is useful for producing F1 hybrid corn seed and plants therefrom. Such corn plants exhibit the brown midrib phenotype and yield a silage that, when fed to dairy cattle, increases milk production.        "
5714670,"

                    Soybeans having low linolenic acid and low palmitic acid contents                
","
            A novel soybean seed and plant designated AX7777-7-30 having ATCC Accession No. 97616 and its descendents are provided. Such soybean seed contains an endogenous linolenic acid (C18:3) content in the vegetable oil at a low level of less than about 3 percent by weight (preferably less than about 2.5 percent) in combination with a reduced endogenous palmitic acid (C16:0) content of less than about 5 percent by weight (preferably less than about 4.5 percent) based upon the total fatty acid content. The soybean seed is capable upon germination of producing a plant that likewise forms seeds having an endogenous linolenic acid content in the vegetable oil of less than about 3.0 percent by weight (preferably less than about 2.5 percent) in combination with a reduced endogenous palmitic acid (C16:0) content of less than about 5 percent by weight (preferably less than about 4.5 percent) based upon the total fatty acid content. The linolenic acid and palmitic acid contents of the endogenously formed vegetable oil obtained from mature soybeans are determined by gas chromatography (as described).        "
5763745,"

                    Soybeans having low linolenic acid content and palmitic acid content of at least eleven percent                
","
            Methods are described for the production of soybean varieties and lines exhibiting linolenic acid contents of less than about 2.5% of the total fatty acid composition as determined by gas chromatography, preferably less than about 2.2% and, more preferably, less than about 1.9%, and in one aspect of the invention, soybean varieties and lines having the low linolenic acid characteristic and a stearic acid content of at least 20%, preferably at least 25%, and, more preferably, at least about 30%, and in a further aspect, soybean varieties and lines having the low linolenic acid content and a palmitic acid content of at least 11%, more preferably at least about 13 or 14%. In accordance with still further aspects of this invention, soybean lines are provided which exhibit a low linolenic acid content and an oleic acid content of at least about 60% of the total fatty acid composition, such lines may, if desired, also contain a palmitic acid content of less than about 6.0% and/or a stearic acid content of less than about 3.5%. There is also disclosed soybean lines having low linolenic acid contents and a palmitic acid content of less than about 5.0%, preferably less than about 4.0%.        "
10477756,"

                    Correcting agronomic data from multiple passes through a farmable region                
","
            Inaccurate agronomic data may be identified and corrected by obtaining agronomic data indicating areas of sub-regions of a farmable region and value for the sub-regions, wherein the value for each sub-region includes an aggregate value of an agronomic parameter for the sub-region and/or a ratio of the aggregate value to the area of the sub-region; identifying a part of a first sub-region that overlaps a part of a second sub-region; determining whether the second sub-region is associated with a first pass or a second pass by a sensor through the overlapping parts; and if the second sub-region is associated with the second pass, determining an adjusted value for the second sub-region based on the value for the first sub-region, the value for the second sub-region, the area of the first sub-region, the area of the second sub-region, and/or an area of the overlapping parts.         "
10319050,"

                    Systems for adjusting agronomic inputs using remote sensing, and related apparatus and methods                
","
            Methods, systems, and apparatus, including computer programs encoded on computer storage media for using remote sensing data to infer agronomic inputs to an agronomic simulation model.         "
7169982,"

                    Starch                
","
            This invention relates to a method of producing a starch with unique functionality in plants through mutableness, and/or using biotechnology, and/or breeding practices. Further the invention relates to the starch from maize plants and/or other plants which produce starch storing organs which contain low amylose starch which has an amylose content between 1.5% and 15% and preferably between 1.5% and 10% and most preferably 1.5 and 8%. The invention includes starch extracted from such grain due to at least one mutation induced by ethyl methanesulfonate. Additionally, the invention uses a biotechnology approach involving controlling the activity of the granule bound starch synthase enzyme in starch storing organ. The invention includes the use of the starch for its cooking, paste, and gel properties.        "
5332673,"

                    Application of native soil bacteria as selective biological control agents of the weeds downy brome, Japanese brome, and jointed goatgrass in wheat                
","
            Novel modified and unmodified soil and rhizo-plane bacterial strains are disclosed which are useful for the control of weeds (e.g., downy brome, Japanese brome, and jointed goatgrass) in the vicinity of wheat. The specific bacteria are identified as Pseudomonas putida (FH160), Enterobacter taylorae (FH650), and Xanthomonas maltophilia (FH131). A method of weed control using one or more of the bacterial strains is provided, which can be effected by spraying or direct soil application during planting of bacterial solutions. The strains can also be mixed with chemical herbicides to give enhanced weed control.        "
6147193,"

                    Soybean products with improved carbohydrate composition and soybean plants                
","
            There is provided soybean protein products of significantly lowerstachyose content as a function of an improved soybean having a seed stachyose content of less than 50 μmol/g. Improved soybean lines are provided as are methods of using such reduced stachyose soybeans.        "
6576035,"

                    Stabilized enhanced efficiency controllable release calcium cyanamide compositions                
","
            Calcium cyanamide compositions and methods for their use are disclosed. The compositions and methods stabilize active ionic compositions comprising calcium cyanamide and enhance the effectiveness of calcium cyanamide alone or synergistically in combination with nitrogen containing materials such as urea and organics, for example, manures. The compositions and methods also facilitate controllable site directed delivery of the contents of the stabilized compositions. The compositions and methods are effective for fertilizing, soil amending, metal stabilizing and odor and organism inhibition. The compositions are stable, easily calibrated, and non-clogging for spray delivery to target sites.        "
5157207,"

                    Modified plant containing a bacterial insculant                
","
            A method for the production of a plant of reduced stature is provided comprising the introduction of a bacterial cell into a seed or a plant, the bacterial cell being capable of replicating in the plant and of inducing a reduction in plant stature. A seed and a plant modified by introduction of such a bacterial cell are also provided.        "
5102904,"

                    N-oxygenated arylpyrrole insecticidal, acaricidal and nematicidal agents and use thereas                
","
            Novel N-oxygenated arylpyrrole compounds which are effective for the control of insects, acarids and nematodes are described. A method for the insecticidal, acaricidal and nematicidal use of said compounds and a method for the preparation of said compounds are presented.        "
6300282,"

                    Technique for reducing nitrogen leaching in soils and improving potato crop yield by application of surfactants to crop root zone                
","
            A preferred technique for increasing potato crop yields and/or minimizing nitrate leaching of potato crop acreage involves the application of surfactant at planting to the soil adjacent a seed potato. In an alternative method of the present invention, surfactant is applied after planting to the top or shoulder of the hill in which a potato plant is growing. The improved potato crop yields of the present invention are believed to result of the maintenance of soil moisture levels near the potato plant root zone and/or the prevention of nitrogen and other nutrient-leaching from the potato plant root zone.        "
