idx,title_raw,text_raw,title,text,content
7786359,"

                    Plants and seeds of corn variety CV602114                
","
            According to the invention, there is provided seed and plants of the corn variety designated CV602114. The invention thus relates to the plants, seeds and tissue cultures of the variety CV602114, and to methods for producing a corn plant produced by crossing a corn plant of variety CV602114 with itself or with another corn plant, such as a plant of another variety. The invention further relates to corn seeds and plants produced by crossing plants of variety CV602114 with plants of another variety, such as another inbred line. The invention further relates to the inbred and hybrid genetic complements of plants of variety CV602114.        ",plants and seeds of corn variety cv602114,"according to the invention, there is provided seed and plants of the corn variety designated cv602114. the invention thus relates to the plants, seeds and tissue cultures of the variety cv602114, and to methods for producing a corn plant produced by crossing a corn plant of variety cv602114 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety cv602114 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety cv602114.","plants and seeds of corn variety cv602114 according to the invention, there is provided seed and plants of the corn variety designated cv602114. the invention thus relates to the plants, seeds and tissue cultures of the variety cv602114, and to methods for producing a corn plant produced by crossing a corn plant of variety cv602114 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety cv602114 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety cv602114."
7521607,"

                    Plants and seeds of corn variety I291623                
","
            According to the invention, there is provided seed and plants of the corn variety designated I291623. The invention thus relates to the plants, seeds and tissue cultures of the variety I291623, and to methods for producing a corn plant produced by crossing a corn plant of variety I291623 with itself or with another corn plant, such as a plant of another variety. The invention further relates to corn seeds and plants produced by crossing plants of variety I291623 with plants of another variety, such as another inbred line. The invention further relates to the inbred and hybrid genetic complements of plants of variety I291623.        ",plants and seeds of corn variety i291623,"according to the invention, there is provided seed and plants of the corn variety designated i291623. the invention thus relates to the plants, seeds and tissue cultures of the variety i291623, and to methods for producing a corn plant produced by crossing a corn plant of variety i291623 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety i291623 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety i291623.","plants and seeds of corn variety i291623 according to the invention, there is provided seed and plants of the corn variety designated i291623. the invention thus relates to the plants, seeds and tissue cultures of the variety i291623, and to methods for producing a corn plant produced by crossing a corn plant of variety i291623 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety i291623 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety i291623."
7642432,"

                    Plants and seeds of corn variety CV035322                
","
            According to the invention, there is provided seed and plants of the corn variety designated CV035322. The invention thus relates to the plants, seeds and tissue cultures of the variety CV035322, and to methods for producing a corn plant produced by crossing a corn plant of variety CV035322 with itself or with another corn plant, such as a plant of another variety. The invention further relates to corn seeds and plants produced by crossing plants of variety CV035322 with plants of another variety, such as another inbred line. The invention further relates to the inbred and hybrid genetic complements of plants of variety CV035322.        ",plants and seeds of corn variety cv035322,"according to the invention, there is provided seed and plants of the corn variety designated cv035322. the invention thus relates to the plants, seeds and tissue cultures of the variety cv035322, and to methods for producing a corn plant produced by crossing a corn plant of variety cv035322 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety cv035322 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety cv035322.","plants and seeds of corn variety cv035322 according to the invention, there is provided seed and plants of the corn variety designated cv035322. the invention thus relates to the plants, seeds and tissue cultures of the variety cv035322, and to methods for producing a corn plant produced by crossing a corn plant of variety cv035322 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety cv035322 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety cv035322."
7872178,"

                    Plants and seeds of hybrid corn variety CH929154                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH929154. The invention thus relates to the plants, seeds and tissue cultures of the variety CH929154, and to methods for producing a corn plant produced by crossing a corn plant of variety CH929154 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH929154.        ",plants and seeds of hybrid corn variety ch929154,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch929154. the invention thus relates to the plants, seeds and tissue cultures of the variety ch929154, and to methods for producing a corn plant produced by crossing a corn plant of variety ch929154 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch929154.","plants and seeds of hybrid corn variety ch929154 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch929154. the invention thus relates to the plants, seeds and tissue cultures of the variety ch929154, and to methods for producing a corn plant produced by crossing a corn plant of variety ch929154 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch929154."
7678966,"

                    Plants and seeds of corn variety CV591539                
","
            According to the invention, there is provided seed and plants of the corn variety designated CV591539. The invention thus relates to the plants, seeds and tissue cultures of the variety CV591539, and to methods for producing a corn plant produced by crossing a corn plant of variety CV591539 with itself or with another corn plant, such as a plant of another variety. The invention further relates to corn seeds and plants produced by crossing plants of variety CV591539 with plants of another variety, such as another inbred line. The invention further relates to the inbred and hybrid genetic complements of plants of variety CV591539.        ",plants and seeds of corn variety cv591539,"according to the invention, there is provided seed and plants of the corn variety designated cv591539. the invention thus relates to the plants, seeds and tissue cultures of the variety cv591539, and to methods for producing a corn plant produced by crossing a corn plant of variety cv591539 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety cv591539 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety cv591539.","plants and seeds of corn variety cv591539 according to the invention, there is provided seed and plants of the corn variety designated cv591539. the invention thus relates to the plants, seeds and tissue cultures of the variety cv591539, and to methods for producing a corn plant produced by crossing a corn plant of variety cv591539 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety cv591539 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety cv591539."
7737343,"

                    Plants and seeds of hybrid corn variety CH939349                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH939349. The invention thus relates to the plants, seeds and tissue cultures of the variety CH939349, and to methods for producing a corn plant produced by crossing a corn plant of variety CH939349 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH939349.        ",plants and seeds of hybrid corn variety ch939349,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch939349. the invention thus relates to the plants, seeds and tissue cultures of the variety ch939349, and to methods for producing a corn plant produced by crossing a corn plant of variety ch939349 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch939349.","plants and seeds of hybrid corn variety ch939349 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch939349. the invention thus relates to the plants, seeds and tissue cultures of the variety ch939349, and to methods for producing a corn plant produced by crossing a corn plant of variety ch939349 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch939349."
7781650,"

                    Plants and seeds of corn variety CV202909                
","
            According to the invention, there is provided seed and plants of the corn variety designated CV202909. The invention thus relates to the plants, seeds and tissue cultures of the variety CV202909, and to methods for producing a corn plant produced by crossing a corn plant of variety CV202909 with itself or with another corn plant, such as a plant of another variety. The invention further relates to corn seeds and plants produced by crossing plants of variety CV202909 with plants of another variety, such as another inbred line. The invention further relates to the inbred and hybrid genetic complements of plants of variety CV202909.        ",plants and seeds of corn variety cv202909,"according to the invention, there is provided seed and plants of the corn variety designated cv202909. the invention thus relates to the plants, seeds and tissue cultures of the variety cv202909, and to methods for producing a corn plant produced by crossing a corn plant of variety cv202909 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety cv202909 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety cv202909.","plants and seeds of corn variety cv202909 according to the invention, there is provided seed and plants of the corn variety designated cv202909. the invention thus relates to the plants, seeds and tissue cultures of the variety cv202909, and to methods for producing a corn plant produced by crossing a corn plant of variety cv202909 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety cv202909 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety cv202909."
7339098,"

                    Plants and seeds of corn variety I210096                
","
            According to the invention, there is provided seed and plants of the corn variety designated I210096. The invention thus relates to the plants, seeds and tissue cultures of the variety I210096, and to methods for producing a corn plant produced by crossing a corn plant of variety I210096 with itself or with another corn plant, such as a plant of another variety. The invention further relates to corn seeds and plants produced by crossing plants of variety I210096 with plants of another variety, such as another inbred line. The invention further relates to the inbred and hybrid genetic complements of plants of variety I210096.        ",plants and seeds of corn variety i210096,"according to the invention, there is provided seed and plants of the corn variety designated i210096. the invention thus relates to the plants, seeds and tissue cultures of the variety i210096, and to methods for producing a corn plant produced by crossing a corn plant of variety i210096 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety i210096 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety i210096.","plants and seeds of corn variety i210096 according to the invention, there is provided seed and plants of the corn variety designated i210096. the invention thus relates to the plants, seeds and tissue cultures of the variety i210096, and to methods for producing a corn plant produced by crossing a corn plant of variety i210096 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety i210096 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety i210096."
7335826,"

                    Plants and seeds of corn variety I286375                
","
            According to the invention, there is provided seed and plants of the corn variety designated I286375. The invention thus relates to the plants, seeds and tissue cultures of the variety I286375, and to methods for producing a corn plant produced by crossing a corn plant of variety I286375 with itself or with another corn plant, such as a plant of another variety. The invention further relates to corn seeds and plants produced by crossing plants of variety I286375 with plants of another variety, such as another inbred line. The invention further relates to the inbred and hybrid genetic complements of plants of variety I286375.        ",plants and seeds of corn variety i286375,"according to the invention, there is provided seed and plants of the corn variety designated i286375. the invention thus relates to the plants, seeds and tissue cultures of the variety i286375, and to methods for producing a corn plant produced by crossing a corn plant of variety i286375 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety i286375 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety i286375.","plants and seeds of corn variety i286375 according to the invention, there is provided seed and plants of the corn variety designated i286375. the invention thus relates to the plants, seeds and tissue cultures of the variety i286375, and to methods for producing a corn plant produced by crossing a corn plant of variety i286375 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety i286375 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety i286375."
7208661,"

                    Plants and seeds of corn variety I062695                
","
            According to the invention, there is provided seed and plants of the corn variety designated I062695. The invention thus relates to the plants, seeds and tissue cultures of the variety I062695, and to methods for producing a corn plant produced by crossing a corn plant of variety I062695 with itself or with another corn plant, such as a plant of another variety. The invention further relates to corn seeds and plants produced by crossing plants of variety I062695 with plants of another variety, such as another inbred line. The invention further relates to the inbred and hybrid genetic complements of plants of variety I062695.        ",plants and seeds of corn variety i062695,"according to the invention, there is provided seed and plants of the corn variety designated i062695. the invention thus relates to the plants, seeds and tissue cultures of the variety i062695, and to methods for producing a corn plant produced by crossing a corn plant of variety i062695 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety i062695 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety i062695.","plants and seeds of corn variety i062695 according to the invention, there is provided seed and plants of the corn variety designated i062695. the invention thus relates to the plants, seeds and tissue cultures of the variety i062695, and to methods for producing a corn plant produced by crossing a corn plant of variety i062695 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety i062695 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety i062695."
7253346,"

                    Plants and seeds of variety I116412                
","
            According to the invention, there is provided seed and plants of the corn variety designated I116412. This invention thus relates to the plants, seeds and tissue cultures of the variety I116412, and to methods for producing a corn plant produced by crossing a corn plant of variety I116412 with itself or with another corn plant, such as a plant of another variety. This invention further relates to corn seeds and plants produced by crossing plants of variety I116412 with plants of another variety, such as another inbred line, and to crosses with related species. This invention further relates to the inbred and hybrid genetic complements of plants of variety I116412, and also to the genetic marker profiles of corn variety I116412.        ",plants and seeds of variety i116412,"according to the invention, there is provided seed and plants of the corn variety designated i116412. this invention thus relates to the plants, seeds and tissue cultures of the variety i116412, and to methods for producing a corn plant produced by crossing a corn plant of variety i116412 with itself or with another corn plant, such as a plant of another variety. this invention further relates to corn seeds and plants produced by crossing plants of variety i116412 with plants of another variety, such as another inbred line, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of plants of variety i116412, and also to the genetic marker profiles of corn variety i116412.","plants and seeds of variety i116412 according to the invention, there is provided seed and plants of the corn variety designated i116412. this invention thus relates to the plants, seeds and tissue cultures of the variety i116412, and to methods for producing a corn plant produced by crossing a corn plant of variety i116412 with itself or with another corn plant, such as a plant of another variety. this invention further relates to corn seeds and plants produced by crossing plants of variety i116412 with plants of another variety, such as another inbred line, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of plants of variety i116412, and also to the genetic marker profiles of corn variety i116412."
7417182,"

                    Plants and seeds of corn variety CV082228                
","
            According to the invention, there is provided seed and plants of the corn variety designated CV082228. The invention thus relates to the plants, seeds and tissue cultures of the variety CV082228, and to methods for producing a corn plant produced by crossing a corn plant of variety CV082228 with itself or with another corn plant, such as a plant of another variety. The invention further relates to corn seeds and plants produced by crossing plants of variety CV082228 with plants of another variety, such as another inbred line. The invention further relates to the inbred and hybrid genetic complements of plants of variety CV082228.        ",plants and seeds of corn variety cv082228,"according to the invention, there is provided seed and plants of the corn variety designated cv082228. the invention thus relates to the plants, seeds and tissue cultures of the variety cv082228, and to methods for producing a corn plant produced by crossing a corn plant of variety cv082228 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety cv082228 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety cv082228.","plants and seeds of corn variety cv082228 according to the invention, there is provided seed and plants of the corn variety designated cv082228. the invention thus relates to the plants, seeds and tissue cultures of the variety cv082228, and to methods for producing a corn plant produced by crossing a corn plant of variety cv082228 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety cv082228 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety cv082228."
7183471,"

                    Plants and seeds of corn variety I000091                
","
            According to the invention, there is provided seed and plants of the corn variety designated I000091. The invention thus relates to the plants, seeds and tissue cultures of the variety I000091, and to methods for producing a corn plant produced by crossing a corn plant of variety I000091 with itself or with another corn plant, such as a plant of another variety. The invention further relates to corn seeds and plants produced by crossing plants of variety I000091 with plants of another variety, such as another inbred line. The invention further relates to the inbred and hybrid genetic complements of plants of variety I000091.        ",plants and seeds of corn variety i000091,"according to the invention, there is provided seed and plants of the corn variety designated i000091. the invention thus relates to the plants, seeds and tissue cultures of the variety i000091, and to methods for producing a corn plant produced by crossing a corn plant of variety i000091 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety i000091 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety i000091.","plants and seeds of corn variety i000091 according to the invention, there is provided seed and plants of the corn variety designated i000091. the invention thus relates to the plants, seeds and tissue cultures of the variety i000091, and to methods for producing a corn plant produced by crossing a corn plant of variety i000091 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety i000091 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety i000091."
7186900,"

                    Plants and seeds of variety I156024                
","
            According to the invention, there is provided seed and plants of the corn variety designated I156024. This invention thus relates to the plants, seeds and tissue cultures of the variety I156024, and to methods for producing a corn plant produced by crossing a corn plant of variety I156024 with itself or with another corn plant, such as a plant of another variety. This invention further relates to corn seeds and plants produced by crossing plants of variety I156024 with plants of another variety, such as another inbred line, and to crosses with related species. This invention further relates to the inbred and hybrid genetic complements of plants of variety I156024.        ",plants and seeds of variety i156024,"according to the invention, there is provided seed and plants of the corn variety designated i156024. this invention thus relates to the plants, seeds and tissue cultures of the variety i156024, and to methods for producing a corn plant produced by crossing a corn plant of variety i156024 with itself or with another corn plant, such as a plant of another variety. this invention further relates to corn seeds and plants produced by crossing plants of variety i156024 with plants of another variety, such as another inbred line, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of plants of variety i156024.","plants and seeds of variety i156024 according to the invention, there is provided seed and plants of the corn variety designated i156024. this invention thus relates to the plants, seeds and tissue cultures of the variety i156024, and to methods for producing a corn plant produced by crossing a corn plant of variety i156024 with itself or with another corn plant, such as a plant of another variety. this invention further relates to corn seeds and plants produced by crossing plants of variety i156024 with plants of another variety, such as another inbred line, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of plants of variety i156024."
7208662,"

                    Plants and seeds of corn variety I285302                
","
            According to the invention, there is provided seed and plants of the corn variety designated I285302. The invention thus relates to the plants, seeds and tissue cultures of the variety I285302, and to methods for producing a corn plant produced by crossing a corn plant of variety I285302 with itself or with another corn plant, such as a plant of another variety. The invention further relates to corn seeds and plants produced by crossing plants of variety I285302 with plants of another variety, such as another inbred line. The invention further relates to the inbred and hybrid genetic complements of plants of variety I285302.        ",plants and seeds of corn variety i285302,"according to the invention, there is provided seed and plants of the corn variety designated i285302. the invention thus relates to the plants, seeds and tissue cultures of the variety i285302, and to methods for producing a corn plant produced by crossing a corn plant of variety i285302 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety i285302 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety i285302.","plants and seeds of corn variety i285302 according to the invention, there is provided seed and plants of the corn variety designated i285302. the invention thus relates to the plants, seeds and tissue cultures of the variety i285302, and to methods for producing a corn plant produced by crossing a corn plant of variety i285302 with itself or with another corn plant, such as a plant of another variety. the invention further relates to corn seeds and plants produced by crossing plants of variety i285302 with plants of another variety, such as another inbred line. the invention further relates to the inbred and hybrid genetic complements of plants of variety i285302."
7417183,"

                    Plants and seeds of hybrid corn variety CH654387                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH654387. The invention thus relates to the plants, seeds and tissue cultures of the variety CH654387, and to methods for producing a corn plant produced by crossing a corn plant of variety CH654387 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH654387.        ",plants and seeds of hybrid corn variety ch654387,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch654387. the invention thus relates to the plants, seeds and tissue cultures of the variety ch654387, and to methods for producing a corn plant produced by crossing a corn plant of variety ch654387 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch654387.","plants and seeds of hybrid corn variety ch654387 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch654387. the invention thus relates to the plants, seeds and tissue cultures of the variety ch654387, and to methods for producing a corn plant produced by crossing a corn plant of variety ch654387 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch654387."
0063707,"

                    CONTROLLED RELEASE TABLET FORMULATIONS FOR THE PREVENTION OF ARRHYTHMIAS                
","
            Controlled release tablet formulations comprising a therapeutically effective amount of an ion channel modulating compound, or a pharmaceutically acceptable salt thereof, and one or more pharmaceutically acceptable excipients suitable for controlled release formulations are disclosed.        ",controlled release tablet formulations for the prevention of arrhythmias,"controlled release tablet formulations comprising a therapeutically effective amount of an ion channel modulating compound, or a pharmaceutically acceptable salt thereof, and one or more pharmaceutically acceptable excipients suitable for controlled release formulations are disclosed.","controlled release tablet formulations for the prevention of arrhythmias controlled release tablet formulations comprising a therapeutically effective amount of an ion channel modulating compound, or a pharmaceutically acceptable salt thereof, and one or more pharmaceutically acceptable excipients suitable for controlled release formulations are disclosed."
8129601,"

                    Plants and seeds of hybrid corn variety CH538919                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH538919. The invention thus relates to the plants, seeds and tissue cultures of the variety CH538919, and to methods for producing a corn plant produced by crossing a corn plant of variety CH538919 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH538919.         ",plants and seeds of hybrid corn variety ch538919,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch538919. the invention thus relates to the plants, seeds and tissue cultures of the variety ch538919, and to methods for producing a corn plant produced by crossing a corn plant of variety ch538919 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch538919.","plants and seeds of hybrid corn variety ch538919 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch538919. the invention thus relates to the plants, seeds and tissue cultures of the variety ch538919, and to methods for producing a corn plant produced by crossing a corn plant of variety ch538919 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch538919."
8134057,"

                    Plants and seeds of hybrid corn variety CH354074                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH354074. The invention thus relates to the plants, seeds and tissue cultures of the variety CH354074, and to methods for producing a corn plant produced by crossing a corn plant of variety CH354074 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH354074.         ",plants and seeds of hybrid corn variety ch354074,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch354074. the invention thus relates to the plants, seeds and tissue cultures of the variety ch354074, and to methods for producing a corn plant produced by crossing a corn plant of variety ch354074 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch354074.","plants and seeds of hybrid corn variety ch354074 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch354074. the invention thus relates to the plants, seeds and tissue cultures of the variety ch354074, and to methods for producing a corn plant produced by crossing a corn plant of variety ch354074 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch354074."
10874076,"

                                    Plants and seeds of hybrid corn variety CH953020                                
","
                                    United States Patent 10874076                                ",plants and seeds of hybrid corn variety ch953020,united states patent 10874076,plants and seeds of hybrid corn variety ch953020 united states patent 10874076
6429363,"

                    Inbred corn plant 94INK1B and seeds thereof                
","
            According to the invention, there is provided an inbred corn plant designated 94INK1B. This invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 94INK1B, and to methods for producing a corn plant produced by crossing the inbred corn plant 94INK1B with itself or with another corn plant, such as another inbred. This invention further relates to corn seeds and plants produced by crossing the inbred plant 94INK1B with another corn plant, such as another inbred, and to crosses with related species. This invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 94INK1B, and also to the SSR and genetic isozyme typing profiles of inbred corn plant 94INK1B.        ",inbred corn plant 94ink1b and seeds thereof,"according to the invention, there is provided an inbred corn plant designated 94ink1b. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 94ink1b, and to methods for producing a corn plant produced by crossing the inbred corn plant 94ink1b with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 94ink1b with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 94ink1b, and also to the ssr and genetic isozyme typing profiles of inbred corn plant 94ink1b.","inbred corn plant 94ink1b and seeds thereof according to the invention, there is provided an inbred corn plant designated 94ink1b. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 94ink1b, and to methods for producing a corn plant produced by crossing the inbred corn plant 94ink1b with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 94ink1b with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 94ink1b, and also to the ssr and genetic isozyme typing profiles of inbred corn plant 94ink1b."
6756527,"

                    Inbred corn plant 5750 and seeds thereof                
","
            According to the invention, there is provided an inbred corn plant designated 5750. This invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 5750, and to methods for producing a corn plant produced by crossing the inbred corn plant 5750 with itself or with another corn plant, such as another inbred. This invention further relates to corn seeds and plants produced by crossing the inbred plant 5750 with another corn plant, such as another inbred, and to crosses with related species. This invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 5750, and also to the SSR and genetic isozyme typing profiles of inbred corn plant 5750.        ",inbred corn plant 5750 and seeds thereof,"according to the invention, there is provided an inbred corn plant designated 5750. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 5750, and to methods for producing a corn plant produced by crossing the inbred corn plant 5750 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 5750 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 5750, and also to the ssr and genetic isozyme typing profiles of inbred corn plant 5750.","inbred corn plant 5750 and seeds thereof according to the invention, there is provided an inbred corn plant designated 5750. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 5750, and to methods for producing a corn plant produced by crossing the inbred corn plant 5750 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 5750 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 5750, and also to the ssr and genetic isozyme typing profiles of inbred corn plant 5750."
8129587,"

Zea mays seeds and plants with reduced expression of the ACS2 gene                
","
            The enzymes of the ACC synthase family are used in producing ethylene. Nucleotide and polypeptide sequences of ACC synthases, namely ACS2, ACS6, and ACS7 from Zea mays, are provided. Knockout plant cells having inhibition in expression and/or activity in an ACC synthase such as ACS2, ACS6, or ACS7 and knockout plants displaying a staygreen phenotype, a male sterility phenotype, or an inhibition in ethylene production are also provided, as are seeds obtained from such plants. Methods for modulating staygreen potential in plants, methods for modulating sterility in plants, and methods for inhibiting ethylene production in plants are also provided.         ",zea mays seeds and plants with reduced expression of the acs2 gene,"the enzymes of the acc synthase family are used in producing ethylene. nucleotide and polypeptide sequences of acc synthases, namely acs2, acs6, and acs7 from zea mays, are provided. knockout plant cells having inhibition in expression and/or activity in an acc synthase such as acs2, acs6, or acs7 and knockout plants displaying a staygreen phenotype, a male sterility phenotype, or an inhibition in ethylene production are also provided, as are seeds obtained from such plants. methods for modulating staygreen potential in plants, methods for modulating sterility in plants, and methods for inhibiting ethylene production in plants are also provided.","zea mays seeds and plants with reduced expression of the acs2 gene the enzymes of the acc synthase family are used in producing ethylene. nucleotide and polypeptide sequences of acc synthases, namely acs2, acs6, and acs7 from zea mays, are provided. knockout plant cells having inhibition in expression and/or activity in an acc synthase such as acs2, acs6, or acs7 and knockout plants displaying a staygreen phenotype, a male sterility phenotype, or an inhibition in ethylene production are also provided, as are seeds obtained from such plants. methods for modulating staygreen potential in plants, methods for modulating sterility in plants, and methods for inhibiting ethylene production in plants are also provided."
