idx,title_raw,text_raw,title,text,content,_topic_
10426114,"

                    Plants and seeds of hybrid corn variety CH871134                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH871134. The invention thus relates to the plants, seeds and tissue cultures of the variety CH871134, and to methods for producing a corn plant produced by crossing a corn plant of variety CH871134 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH871134.         ",plants and seeds of hybrid corn variety ch871134,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch871134. the invention thus relates to the plants, seeds and tissue cultures of the variety ch871134, and to methods for producing a corn plant produced by crossing a corn plant of variety ch871134 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch871134.","plants and seeds of hybrid corn variety ch871134 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch871134. the invention thus relates to the plants, seeds and tissue cultures of the variety ch871134, and to methods for producing a corn plant produced by crossing a corn plant of variety ch871134 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch871134.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
10143159,"

                    Plants and seeds of hybrid corn variety CH668645                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH668645. The invention thus relates to the plants, seeds and tissue cultures of the variety CH668645, and to methods for producing a corn plant produced by crossing a corn plant of variety CH668645 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH668645.         ",plants and seeds of hybrid corn variety ch668645,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch668645. the invention thus relates to the plants, seeds and tissue cultures of the variety ch668645, and to methods for producing a corn plant produced by crossing a corn plant of variety ch668645 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch668645.","plants and seeds of hybrid corn variety ch668645 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch668645. the invention thus relates to the plants, seeds and tissue cultures of the variety ch668645, and to methods for producing a corn plant produced by crossing a corn plant of variety ch668645 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch668645.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
10314272,"

                    Plants and seeds of hybrid corn variety CH880905                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH880905. The invention thus relates to the plants, seeds and tissue cultures of the variety CH880905, and to methods for producing a corn plant produced by crossing a corn plant of variety CH880905 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH880905.         ",plants and seeds of hybrid corn variety ch880905,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch880905. the invention thus relates to the plants, seeds and tissue cultures of the variety ch880905, and to methods for producing a corn plant produced by crossing a corn plant of variety ch880905 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch880905.","plants and seeds of hybrid corn variety ch880905 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch880905. the invention thus relates to the plants, seeds and tissue cultures of the variety ch880905, and to methods for producing a corn plant produced by crossing a corn plant of variety ch880905 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch880905.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
9907285,"

                    Plants and seeds of hybrid corn variety CH867206                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH867206. The invention thus relates to the plants, seeds and tissue cultures of the variety CH867206, and to methods for producing a corn plant produced by crossing a corn plant of variety CH867206 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH867206.         ",plants and seeds of hybrid corn variety ch867206,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch867206. the invention thus relates to the plants, seeds and tissue cultures of the variety ch867206, and to methods for producing a corn plant produced by crossing a corn plant of variety ch867206 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch867206.","plants and seeds of hybrid corn variety ch867206 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch867206. the invention thus relates to the plants, seeds and tissue cultures of the variety ch867206, and to methods for producing a corn plant produced by crossing a corn plant of variety ch867206 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch867206.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
10045504,"

                    Plants and seeds of hybrid corn variety CH281810                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH281810. The invention thus relates to the plants, seeds and tissue cultures of the variety CH281810, and to methods for producing a corn plant produced by crossing a corn plant of variety CH281810 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH281810.         ",plants and seeds of hybrid corn variety ch281810,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch281810. the invention thus relates to the plants, seeds and tissue cultures of the variety ch281810, and to methods for producing a corn plant produced by crossing a corn plant of variety ch281810 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch281810.","plants and seeds of hybrid corn variety ch281810 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch281810. the invention thus relates to the plants, seeds and tissue cultures of the variety ch281810, and to methods for producing a corn plant produced by crossing a corn plant of variety ch281810 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch281810.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
7772464,"

                    Agronomically adapted alfalfa plants with high levels of somatic embryogenesis                
","
            The invention provides alfalfa plants having adaptation, productivity, winterhardiness, and disease resistance with high levels of somatic embryogenesis. Plants and plant parts of the invention are useful in the efficient development of transgenic alfalfa plants with adaptation, productivity, winterhardiness, and disease resistance.        ",agronomically adapted alfalfa plants with high levels of somatic embryogenesis,"the invention provides alfalfa plants having adaptation, productivity, winterhardiness, and disease resistance with high levels of somatic embryogenesis. plants and plant parts of the invention are useful in the efficient development of transgenic alfalfa plants with adaptation, productivity, winterhardiness, and disease resistance.","agronomically adapted alfalfa plants with high levels of somatic embryogenesis the invention provides alfalfa plants having adaptation, productivity, winterhardiness, and disease resistance with high levels of somatic embryogenesis. plants and plant parts of the invention are useful in the efficient development of transgenic alfalfa plants with adaptation, productivity, winterhardiness, and disease resistance.",soybean_product_content; seed_plant_method; include_second_first; combination_reduce_temperature; method_crop_use; gene_method_growth; grass_use_effective; value_area_use; level_feature_maintain; plurality_equipment_datum; say_modify_comprise; water_soil_plant; plant_corn_invention; solar_estimate_capture
5859353,"

                    Corn Inbred lines for dairy cattle feed                
","
            An inbred corn line designated AR5252bm3 is disclosed. AR5252bm3 is useful for producing F1 hybrid corn seed and plants therefrom. Such corn plants exhibit the brown midrib phenotype and yield a silage that, when fed to dairy cattle, increases milk production.        ",corn inbred lines for dairy cattle feed,"an inbred corn line designated ar5252bm3 is disclosed. ar5252bm3 is useful for producing f1 hybrid corn seed and plants therefrom. such corn plants exhibit the brown midrib phenotype and yield a silage that, when fed to dairy cattle, increases milk production.","corn inbred lines for dairy cattle feed an inbred corn line designated ar5252bm3 is disclosed. ar5252bm3 is useful for producing f1 hybrid corn seed and plants therefrom. such corn plants exhibit the brown midrib phenotype and yield a silage that, when fed to dairy cattle, increases milk production.",soybean_product_content; combination_reduce_temperature; method_crop_use; gene_method_growth; grass_use_effective; value_area_use; level_feature_maintain; seed_plant_method; plant_corn_invention; plurality_equipment_datum; say_modify_comprise; water_soil_plant; include_second_first; soybean_acid_composition; image_spatial_acid; acid_soybean_content
5977458,"

                    Corn inbred lines for dairy cattle feed                
","
            An inbred corn line designated AR5651bm3 is disclosed. AR5651bm3 is useful for priducing F1 hybrid corn seed and plants therefrom. Such corn plants exhibit the brown midrib phenotype and yield a silage that, when fed to dairy cattle, increases milk production.        ",corn inbred lines for dairy cattle feed,"an inbred corn line designated ar5651bm3 is disclosed. ar5651bm3 is useful for priducing f1 hybrid corn seed and plants therefrom. such corn plants exhibit the brown midrib phenotype and yield a silage that, when fed to dairy cattle, increases milk production.","corn inbred lines for dairy cattle feed an inbred corn line designated ar5651bm3 is disclosed. ar5651bm3 is useful for priducing f1 hybrid corn seed and plants therefrom. such corn plants exhibit the brown midrib phenotype and yield a silage that, when fed to dairy cattle, increases milk production.",soybean_product_content; combination_reduce_temperature; method_crop_use; gene_method_growth; grass_use_effective; value_area_use; level_feature_maintain; seed_plant_method; plant_corn_invention; plurality_equipment_datum; say_modify_comprise; water_soil_plant; include_second_first; soybean_acid_composition; image_spatial_acid; acid_soybean_content
5969222,"

                    Corn inbred lines for dairy cattle feed                
","
            An inbred corn line designated AR5153bm3 is disclosed. AR5153bm3 is useful for producing F1 hybrid corn seed and plants therefrom. Such corn plants exhibit the brown midrib phenotype and yield a silage that, when fed to dairy cattle, increases milk production.        ",corn inbred lines for dairy cattle feed,"an inbred corn line designated ar5153bm3 is disclosed. ar5153bm3 is useful for producing f1 hybrid corn seed and plants therefrom. such corn plants exhibit the brown midrib phenotype and yield a silage that, when fed to dairy cattle, increases milk production.","corn inbred lines for dairy cattle feed an inbred corn line designated ar5153bm3 is disclosed. ar5153bm3 is useful for producing f1 hybrid corn seed and plants therefrom. such corn plants exhibit the brown midrib phenotype and yield a silage that, when fed to dairy cattle, increases milk production.",soybean_product_content; combination_reduce_temperature; method_crop_use; gene_method_growth; grass_use_effective; value_area_use; level_feature_maintain; seed_plant_method; plant_corn_invention; plurality_equipment_datum; say_modify_comprise; water_soil_plant; include_second_first; soybean_acid_composition; image_spatial_acid; acid_soybean_content
6114609,"

                    Corn inbred lines for dairy cattle feed                
","
            An inbred corn line designated AR5253bm3 is disclosed. AR5253bm3 is useful for producing F1 hybrid corn seed and plants therefrom. Such corn plants exhibit the brown midrib phenotype and yield a silage that, when fed to dairy cattle, increases milk production.        ",corn inbred lines for dairy cattle feed,"an inbred corn line designated ar5253bm3 is disclosed. ar5253bm3 is useful for producing f1 hybrid corn seed and plants therefrom. such corn plants exhibit the brown midrib phenotype and yield a silage that, when fed to dairy cattle, increases milk production.","corn inbred lines for dairy cattle feed an inbred corn line designated ar5253bm3 is disclosed. ar5253bm3 is useful for producing f1 hybrid corn seed and plants therefrom. such corn plants exhibit the brown midrib phenotype and yield a silage that, when fed to dairy cattle, increases milk production.",soybean_product_content; combination_reduce_temperature; method_crop_use; gene_method_growth; grass_use_effective; value_area_use; level_feature_maintain; seed_plant_method; plant_corn_invention; plurality_equipment_datum; say_modify_comprise; water_soil_plant; include_second_first; soybean_acid_composition; image_spatial_acid; acid_soybean_content
5714670,"

                    Soybeans having low linolenic acid and low palmitic acid contents                
","
            A novel soybean seed and plant designated AX7777-7-30 having ATCC Accession No. 97616 and its descendents are provided. Such soybean seed contains an endogenous linolenic acid (C18:3) content in the vegetable oil at a low level of less than about 3 percent by weight (preferably less than about 2.5 percent) in combination with a reduced endogenous palmitic acid (C16:0) content of less than about 5 percent by weight (preferably less than about 4.5 percent) based upon the total fatty acid content. The soybean seed is capable upon germination of producing a plant that likewise forms seeds having an endogenous linolenic acid content in the vegetable oil of less than about 3.0 percent by weight (preferably less than about 2.5 percent) in combination with a reduced endogenous palmitic acid (C16:0) content of less than about 5 percent by weight (preferably less than about 4.5 percent) based upon the total fatty acid content. The linolenic acid and palmitic acid contents of the endogenously formed vegetable oil obtained from mature soybeans are determined by gas chromatography (as described).        ",soybeans having low linolenic acid and low palmitic acid contents,a novel soybean seed and plant designated ax7777-7-30 having atcc accession no. 97616 and its descendents are provided. such soybean seed contains an endogenous linolenic acid (c18:3) content in the vegetable oil at a low level of less than about 3 percent by weight (preferably less than about 2.5 percent) in combination with a reduced endogenous palmitic acid (c16:0) content of less than about 5 percent by weight (preferably less than about 4.5 percent) based upon the total fatty acid content. the soybean seed is capable upon germination of producing a plant that likewise forms seeds having an endogenous linolenic acid content in the vegetable oil of less than about 3.0 percent by weight (preferably less than about 2.5 percent) in combination with a reduced endogenous palmitic acid (c16:0) content of less than about 5 percent by weight (preferably less than about 4.5 percent) based upon the total fatty acid content. the linolenic acid and palmitic acid contents of the endogenously formed vegetable oil obtained from mature soybeans are determined by gas chromatography (as described).,soybeans having low linolenic acid and low palmitic acid contents a novel soybean seed and plant designated ax7777-7-30 having atcc accession no. 97616 and its descendents are provided. such soybean seed contains an endogenous linolenic acid (c18:3) content in the vegetable oil at a low level of less than about 3 percent by weight (preferably less than about 2.5 percent) in combination with a reduced endogenous palmitic acid (c16:0) content of less than about 5 percent by weight (preferably less than about 4.5 percent) based upon the total fatty acid content. the soybean seed is capable upon germination of producing a plant that likewise forms seeds having an endogenous linolenic acid content in the vegetable oil of less than about 3.0 percent by weight (preferably less than about 2.5 percent) in combination with a reduced endogenous palmitic acid (c16:0) content of less than about 5 percent by weight (preferably less than about 4.5 percent) based upon the total fatty acid content. the linolenic acid and palmitic acid contents of the endogenously formed vegetable oil obtained from mature soybeans are determined by gas chromatography (as described).,soybean_product_content; seed_plant_method; include_second_first; plant_corn_invention; water_soil_plant; base_information_back; plurality_equipment_datum; value_area_use; level_feature_maintain; combination_reduce_temperature; grass_use_effective; image_spatial_acid; soybean_acid_composition; acid_soybean_content; nitrogen_make_calcium; method_crop_use; gene_method_growth; say_modify_comprise
5763745,"

                    Soybeans having low linolenic acid content and palmitic acid content of at least eleven percent                
","
            Methods are described for the production of soybean varieties and lines exhibiting linolenic acid contents of less than about 2.5% of the total fatty acid composition as determined by gas chromatography, preferably less than about 2.2% and, more preferably, less than about 1.9%, and in one aspect of the invention, soybean varieties and lines having the low linolenic acid characteristic and a stearic acid content of at least 20%, preferably at least 25%, and, more preferably, at least about 30%, and in a further aspect, soybean varieties and lines having the low linolenic acid content and a palmitic acid content of at least 11%, more preferably at least about 13 or 14%. In accordance with still further aspects of this invention, soybean lines are provided which exhibit a low linolenic acid content and an oleic acid content of at least about 60% of the total fatty acid composition, such lines may, if desired, also contain a palmitic acid content of less than about 6.0% and/or a stearic acid content of less than about 3.5%. There is also disclosed soybean lines having low linolenic acid contents and a palmitic acid content of less than about 5.0%, preferably less than about 4.0%.        ",soybeans having low linolenic acid content and palmitic acid content of at least eleven percent,"methods are described for the production of soybean varieties and lines exhibiting linolenic acid contents of less than about 2.5% of the total fatty acid composition as determined by gas chromatography, preferably less than about 2.2% and, more preferably, less than about 1.9%, and in one aspect of the invention, soybean varieties and lines having the low linolenic acid characteristic and a stearic acid content of at least 20%, preferably at least 25%, and, more preferably, at least about 30%, and in a further aspect, soybean varieties and lines having the low linolenic acid content and a palmitic acid content of at least 11%, more preferably at least about 13 or 14%. in accordance with still further aspects of this invention, soybean lines are provided which exhibit a low linolenic acid content and an oleic acid content of at least about 60% of the total fatty acid composition, such lines may, if desired, also contain a palmitic acid content of less than about 6.0% and/or a stearic acid content of less than about 3.5%. there is also disclosed soybean lines having low linolenic acid contents and a palmitic acid content of less than about 5.0%, preferably less than about 4.0%.","soybeans having low linolenic acid content and palmitic acid content of at least eleven percent methods are described for the production of soybean varieties and lines exhibiting linolenic acid contents of less than about 2.5% of the total fatty acid composition as determined by gas chromatography, preferably less than about 2.2% and, more preferably, less than about 1.9%, and in one aspect of the invention, soybean varieties and lines having the low linolenic acid characteristic and a stearic acid content of at least 20%, preferably at least 25%, and, more preferably, at least about 30%, and in a further aspect, soybean varieties and lines having the low linolenic acid content and a palmitic acid content of at least 11%, more preferably at least about 13 or 14%. in accordance with still further aspects of this invention, soybean lines are provided which exhibit a low linolenic acid content and an oleic acid content of at least about 60% of the total fatty acid composition, such lines may, if desired, also contain a palmitic acid content of less than about 6.0% and/or a stearic acid content of less than about 3.5%. there is also disclosed soybean lines having low linolenic acid contents and a palmitic acid content of less than about 5.0%, preferably less than about 4.0%.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; level_feature_maintain; least_time_control; combination_reduce_temperature; plurality_equipment_datum; value_area_use; water_soil_plant; grass_use_effective; nitrogen_make_calcium
10477756,"

                    Correcting agronomic data from multiple passes through a farmable region                
","
            Inaccurate agronomic data may be identified and corrected by obtaining agronomic data indicating areas of sub-regions of a farmable region and value for the sub-regions, wherein the value for each sub-region includes an aggregate value of an agronomic parameter for the sub-region and/or a ratio of the aggregate value to the area of the sub-region; identifying a part of a first sub-region that overlaps a part of a second sub-region; determining whether the second sub-region is associated with a first pass or a second pass by a sensor through the overlapping parts; and if the second sub-region is associated with the second pass, determining an adjusted value for the second sub-region based on the value for the first sub-region, the value for the second sub-region, the area of the first sub-region, the area of the second sub-region, and/or an area of the overlapping parts.         ",correcting agronomic data from multiple passes through a farmable region,"inaccurate agronomic data may be identified and corrected by obtaining agronomic data indicating areas of sub-regions of a farmable region and value for the sub-regions, wherein the value for each sub-region includes an aggregate value of an agronomic parameter for the sub-region and/or a ratio of the aggregate value to the area of the sub-region; identifying a part of a first sub-region that overlaps a part of a second sub-region; determining whether the second sub-region is associated with a first pass or a second pass by a sensor through the overlapping parts; and if the second sub-region is associated with the second pass, determining an adjusted value for the second sub-region based on the value for the first sub-region, the value for the second sub-region, the area of the first sub-region, the area of the second sub-region, and/or an area of the overlapping parts.","correcting agronomic data from multiple passes through a farmable region inaccurate agronomic data may be identified and corrected by obtaining agronomic data indicating areas of sub-regions of a farmable region and value for the sub-regions, wherein the value for each sub-region includes an aggregate value of an agronomic parameter for the sub-region and/or a ratio of the aggregate value to the area of the sub-region; identifying a part of a first sub-region that overlaps a part of a second sub-region; determining whether the second sub-region is associated with a first pass or a second pass by a sensor through the overlapping parts; and if the second sub-region is associated with the second pass, determining an adjusted value for the second sub-region based on the value for the first sub-region, the value for the second sub-region, the area of the first sub-region, the area of the second sub-region, and/or an area of the overlapping parts.",least_time_control; include_second_first; base_information_back; plurality_equipment_datum; soybean_product_content; value_area_use; plant_corn_invention
10319050,"

                    Systems for adjusting agronomic inputs using remote sensing, and related apparatus and methods                
","
            Methods, systems, and apparatus, including computer programs encoded on computer storage media for using remote sensing data to infer agronomic inputs to an agronomic simulation model.         ","systems for adjusting agronomic inputs using remote sensing, and related apparatus and methods","methods, systems, and apparatus, including computer programs encoded on computer storage media for using remote sensing data to infer agronomic inputs to an agronomic simulation model.","systems for adjusting agronomic inputs using remote sensing, and related apparatus and methods methods, systems, and apparatus, including computer programs encoded on computer storage media for using remote sensing data to infer agronomic inputs to an agronomic simulation model.",method_crop_use; plurality_equipment_datum; level_feature_maintain; plant_corn_invention; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; combination_reduce_temperature; grass_use_effective; value_area_use; solar_estimate_capture; least_time_control
7169982,"

                    Starch                
","
            This invention relates to a method of producing a starch with unique functionality in plants through mutableness, and/or using biotechnology, and/or breeding practices. Further the invention relates to the starch from maize plants and/or other plants which produce starch storing organs which contain low amylose starch which has an amylose content between 1.5% and 15% and preferably between 1.5% and 10% and most preferably 1.5 and 8%. The invention includes starch extracted from such grain due to at least one mutation induced by ethyl methanesulfonate. Additionally, the invention uses a biotechnology approach involving controlling the activity of the granule bound starch synthase enzyme in starch storing organ. The invention includes the use of the starch for its cooking, paste, and gel properties.        ",starch,"this invention relates to a method of producing a starch with unique functionality in plants through mutableness, and/or using biotechnology, and/or breeding practices. further the invention relates to the starch from maize plants and/or other plants which produce starch storing organs which contain low amylose starch which has an amylose content between 1.5% and 15% and preferably between 1.5% and 10% and most preferably 1.5 and 8%. the invention includes starch extracted from such grain due to at least one mutation induced by ethyl methanesulfonate. additionally, the invention uses a biotechnology approach involving controlling the activity of the granule bound starch synthase enzyme in starch storing organ. the invention includes the use of the starch for its cooking, paste, and gel properties.","starch this invention relates to a method of producing a starch with unique functionality in plants through mutableness, and/or using biotechnology, and/or breeding practices. further the invention relates to the starch from maize plants and/or other plants which produce starch storing organs which contain low amylose starch which has an amylose content between 1.5% and 15% and preferably between 1.5% and 10% and most preferably 1.5 and 8%. the invention includes starch extracted from such grain due to at least one mutation induced by ethyl methanesulfonate. additionally, the invention uses a biotechnology approach involving controlling the activity of the granule bound starch synthase enzyme in starch storing organ. the invention includes the use of the starch for its cooking, paste, and gel properties.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; combination_reduce_temperature; grass_use_effective; value_area_use; level_feature_maintain; least_time_control; water_soil_plant; nitrogen_make_calcium; solar_estimate_capture
5332673,"

                    Application of native soil bacteria as selective biological control agents of the weeds downy brome, Japanese brome, and jointed goatgrass in wheat                
","
            Novel modified and unmodified soil and rhizo-plane bacterial strains are disclosed which are useful for the control of weeds (e.g., downy brome, Japanese brome, and jointed goatgrass) in the vicinity of wheat. The specific bacteria are identified as Pseudomonas putida (FH160), Enterobacter taylorae (FH650), and Xanthomonas maltophilia (FH131). A method of weed control using one or more of the bacterial strains is provided, which can be effected by spraying or direct soil application during planting of bacterial solutions. The strains can also be mixed with chemical herbicides to give enhanced weed control.        ","application of native soil bacteria as selective biological control agents of the weeds downy brome, japanese brome, and jointed goatgrass in wheat","novel modified and unmodified soil and rhizo-plane bacterial strains are disclosed which are useful for the control of weeds (e.g., downy brome, japanese brome, and jointed goatgrass) in the vicinity of wheat. the specific bacteria are identified as pseudomonas putida (fh160), enterobacter taylorae (fh650), and xanthomonas maltophilia (fh131). a method of weed control using one or more of the bacterial strains is provided, which can be effected by spraying or direct soil application during planting of bacterial solutions. the strains can also be mixed with chemical herbicides to give enhanced weed control.","application of native soil bacteria as selective biological control agents of the weeds downy brome, japanese brome, and jointed goatgrass in wheat novel modified and unmodified soil and rhizo-plane bacterial strains are disclosed which are useful for the control of weeds (e.g., downy brome, japanese brome, and jointed goatgrass) in the vicinity of wheat. the specific bacteria are identified as pseudomonas putida (fh160), enterobacter taylorae (fh650), and xanthomonas maltophilia (fh131). a method of weed control using one or more of the bacterial strains is provided, which can be effected by spraying or direct soil application during planting of bacterial solutions. the strains can also be mixed with chemical herbicides to give enhanced weed control.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; combination_reduce_temperature; grass_use_effective; value_area_use; level_feature_maintain; water_soil_plant; nitrogen_make_calcium; least_time_control
6147193,"

                    Soybean products with improved carbohydrate composition and soybean plants                
","
            There is provided soybean protein products of significantly lowerstachyose content as a function of an improved soybean having a seed stachyose content of less than 50 μmol/g. Improved soybean lines are provided as are methods of using such reduced stachyose soybeans.        ",soybean products with improved carbohydrate composition and soybean plants,there is provided soybean protein products of significantly lowerstachyose content as a function of an improved soybean having a seed stachyose content of less than 50 μmol/g. improved soybean lines are provided as are methods of using such reduced stachyose soybeans.,soybean products with improved carbohydrate composition and soybean plants there is provided soybean protein products of significantly lowerstachyose content as a function of an improved soybean having a seed stachyose content of less than 50 μmol/g. improved soybean lines are provided as are methods of using such reduced stachyose soybeans.,plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; combination_reduce_temperature; grass_use_effective; value_area_use; level_feature_maintain; plurality_equipment_datum; water_soil_plant
6576035,"

                    Stabilized enhanced efficiency controllable release calcium cyanamide compositions                
","
            Calcium cyanamide compositions and methods for their use are disclosed. The compositions and methods stabilize active ionic compositions comprising calcium cyanamide and enhance the effectiveness of calcium cyanamide alone or synergistically in combination with nitrogen containing materials such as urea and organics, for example, manures. The compositions and methods also facilitate controllable site directed delivery of the contents of the stabilized compositions. The compositions and methods are effective for fertilizing, soil amending, metal stabilizing and odor and organism inhibition. The compositions are stable, easily calibrated, and non-clogging for spray delivery to target sites.        ",stabilized enhanced efficiency controllable release calcium cyanamide compositions,"calcium cyanamide compositions and methods for their use are disclosed. the compositions and methods stabilize active ionic compositions comprising calcium cyanamide and enhance the effectiveness of calcium cyanamide alone or synergistically in combination with nitrogen containing materials such as urea and organics, for example, manures. the compositions and methods also facilitate controllable site directed delivery of the contents of the stabilized compositions. the compositions and methods are effective for fertilizing, soil amending, metal stabilizing and odor and organism inhibition. the compositions are stable, easily calibrated, and non-clogging for spray delivery to target sites.","stabilized enhanced efficiency controllable release calcium cyanamide compositions calcium cyanamide compositions and methods for their use are disclosed. the compositions and methods stabilize active ionic compositions comprising calcium cyanamide and enhance the effectiveness of calcium cyanamide alone or synergistically in combination with nitrogen containing materials such as urea and organics, for example, manures. the compositions and methods also facilitate controllable site directed delivery of the contents of the stabilized compositions. the compositions and methods are effective for fertilizing, soil amending, metal stabilizing and odor and organism inhibition. the compositions are stable, easily calibrated, and non-clogging for spray delivery to target sites.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; combination_reduce_temperature; grass_use_effective; value_area_use; level_feature_maintain; water_soil_plant; nitrogen_make_calcium; least_time_control
5157207,"

                    Modified plant containing a bacterial insculant                
","
            A method for the production of a plant of reduced stature is provided comprising the introduction of a bacterial cell into a seed or a plant, the bacterial cell being capable of replicating in the plant and of inducing a reduction in plant stature. A seed and a plant modified by introduction of such a bacterial cell are also provided.        ",modified plant containing a bacterial insculant,"a method for the production of a plant of reduced stature is provided comprising the introduction of a bacterial cell into a seed or a plant, the bacterial cell being capable of replicating in the plant and of inducing a reduction in plant stature. a seed and a plant modified by introduction of such a bacterial cell are also provided.","modified plant containing a bacterial insculant a method for the production of a plant of reduced stature is provided comprising the introduction of a bacterial cell into a seed or a plant, the bacterial cell being capable of replicating in the plant and of inducing a reduction in plant stature. a seed and a plant modified by introduction of such a bacterial cell are also provided.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; combination_reduce_temperature; plurality_equipment_datum; nitrogen_make_calcium; water_soil_plant; grass_use_effective
5102904,"

                    N-oxygenated arylpyrrole insecticidal, acaricidal and nematicidal agents and use thereas                
","
            Novel N-oxygenated arylpyrrole compounds which are effective for the control of insects, acarids and nematodes are described. A method for the insecticidal, acaricidal and nematicidal use of said compounds and a method for the preparation of said compounds are presented.        ","n-oxygenated arylpyrrole insecticidal, acaricidal and nematicidal agents and use thereas","novel n-oxygenated arylpyrrole compounds which are effective for the control of insects, acarids and nematodes are described. a method for the insecticidal, acaricidal and nematicidal use of said compounds and a method for the preparation of said compounds are presented.","n-oxygenated arylpyrrole insecticidal, acaricidal and nematicidal agents and use thereas novel n-oxygenated arylpyrrole compounds which are effective for the control of insects, acarids and nematodes are described. a method for the insecticidal, acaricidal and nematicidal use of said compounds and a method for the preparation of said compounds are presented.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; grass_use_effective; soybean_product_content; combination_reduce_temperature; value_area_use; level_feature_maintain; least_time_control
