,topic,term,feature
793,plurality_equipment_datum,receive,pick_up
794,grass_use_effective,grass,grass
795,grass_use_effective,grass,Grass
796,grass_use_effective,grass,Gunter_Grass
797,grass_use_effective,grass,Gunter_Wilhelm_Grass
798,grass_use_effective,grass,supergrass
799,grass_use_effective,effective,effective
800,grass_use_effective,effective,effectual
801,grass_use_effective,effective,efficacious
802,grass_use_effective,effective,efficient
803,grass_use_effective,result,consequence
804,grass_use_effective,result,effect
805,grass_use_effective,result,outcome
806,grass_use_effective,result,result
807,grass_use_effective,result,event
808,grass_use_effective,result,issue
809,grass_use_effective,result,upshot
810,grass_use_effective,result,solution
811,grass_use_effective,result,answer
812,grass_use_effective,result,resolution
813,grass_use_effective,result,solvent
814,grass_use_effective,result,resultant
815,grass_use_effective,result,final_result
816,grass_use_effective,result,termination
817,grass_use_effective,prefer,prefer
818,grass_use_effective,prefer,choose
819,grass_use_effective,prefer,opt
820,grass_use_effective,prefer,favor
821,grass_use_effective,prefer,favour
822,grass_use_effective,treatment,treatment
823,grass_use_effective,treatment,intervention
824,grass_use_effective,treatment,handling
825,grass_use_effective,object,object
826,grass_use_effective,object,physical_object
827,grass_use_effective,object,aim
828,grass_use_effective,object,objective
829,grass_use_effective,object,target
830,seed_plant_method,improve,better
831,seed_plant_method,improve,improve
832,seed_plant_method,improve,amend
833,seed_plant_method,improve,ameliorate
834,seed_plant_method,improve,meliorate
835,value_area_use,value,value
836,value_area_use,value,economic_value
837,value_area_use,area,area
838,value_area_use,area,country
839,value_area_use,area,region
840,value_area_use,storage,storage
841,value_area_use,storage,storehouse
842,value_area_use,storage,depot
843,value_area_use,storage,entrepot
844,value_area_use,storage,store
845,value_area_use,selection,choice
846,value_area_use,selection,selection
847,value_area_use,selection,option
848,value_area_use,selection,pick
849,value_area_use,different,different
850,base_information_back,base,base
851,base_information_back,base,base_of_operations
852,base_information_back,base,foundation
853,base_information_back,base,fundament
854,base_information_back,base,foot
855,base_information_back,base,groundwork
856,base_information_back,base,substructure
857,base_information_back,base,understructure
858,base_information_back,base,bag
859,base_information_back,information,information
860,base_information_back,information,info
861,base_information_back,back,back
862,base_information_back,back,dorsum
863,base_information_back,back,rear
864,base_information_back,lawn,lawn
865,base_information_back,profile,profile
866,base_information_back,plot,plot
867,base_information_back,plot,secret_plan
868,base_information_back,plot,game
869,base_information_back,plot,plot_of_land
870,base_information_back,plot,plot_of_ground
871,base_information_back,plot,patch
872,base_information_back,fertilizer,fertilizer
873,base_information_back,fertilizer,fertiliser
874,base_information_back,fertilizer,plant_food
875,base_information_back,land,land
876,base_information_back,land,ground
877,base_information_back,land,soil
878,base_information_back,land,domain
879,base_information_back,land,demesne
880,acid_soybean_content,low,low
881,acid_soybean_content,low,depression
882,acid_soybean_content,low,Low
883,acid_soybean_content,low,David_Low
884,acid_soybean_content,low,Sir_David_Low
885,acid_soybean_content,low,Sir_David_Alexander_Cecil_Low
886,acid_soybean_content,stearic,stearic
887,acid_soybean_content,select,choose
888,acid_soybean_content,select,take
889,acid_soybean_content,select,select
890,acid_soybean_content,select,pick_out
891,acid_soybean_content,select,choice
892,acid_soybean_content,select,prime
893,acid_soybean_content,select,prize
894,acid_soybean_content,select,quality
895,acid_soybean_content,select,blue-ribbon
896,level_feature_maintain,level,degree
897,level_feature_maintain,level,grade
898,level_feature_maintain,level,level
899,level_feature_maintain,level,tier
900,level_feature_maintain,level,stage
901,level_feature_maintain,level,point
902,level_feature_maintain,feature,feature
903,level_feature_maintain,feature,characteristic
904,level_feature_maintain,feature,lineament
905,level_feature_maintain,feature,feature_film
906,level_feature_maintain,maintain,keep
907,level_feature_maintain,maintain,maintain
908,level_feature_maintain,maintain,hold
909,level_feature_maintain,maintain,conserve
910,level_feature_maintain,maintain,preserve
911,level_feature_maintain,maintain,keep_up
912,level_feature_maintain,maintain,sustain
913,level_feature_maintain,facilitate,facilitate
914,level_feature_maintain,facilitate,ease
915,level_feature_maintain,facilitate,alleviate
916,level_feature_maintain,facilitate,help
917,level_feature_maintain,desire,desire
918,level_feature_maintain,thus,frankincense
919,level_feature_maintain,thus,olibanum
920,level_feature_maintain,thus,gum_olibanum
921,level_feature_maintain,thus,thus
922,level_feature_maintain,thus,therefore
923,level_feature_maintain,thus,hence
924,level_feature_maintain,thus,thence
925,level_feature_maintain,thus,so
926,level_feature_maintain,thus,thusly
927,level_feature_maintain,expand,expand
928,level_feature_maintain,expand,spread_out
929,say_modify_comprise,say,say
930,say_modify_comprise,say,state
931,say_modify_comprise,say,tell
932,say_modify_comprise,say,allege
933,say_modify_comprise,say,aver
934,say_modify_comprise,modify,modify
935,say_modify_comprise,modify,qualify
936,say_modify_comprise,modify,change
937,say_modify_comprise,modify,alter
938,say_modify_comprise,step,measure
939,say_modify_comprise,step,step
940,say_modify_comprise,step,footstep
941,say_modify_comprise,step,pace
942,say_modify_comprise,step,stride
943,say_modify_comprise,enhance,enhance
944,say_modify_comprise,enhance,heighten
945,say_modify_comprise,enhance,raise
946,include_second_first,second,second
947,include_second_first,second,sec
948,include_second_first,second,s
949,include_second_first,second,moment
950,include_second_first,second,mo
951,include_second_first,second,minute
952,include_second_first,second,bit
953,include_second_first,second,second_base
954,include_second_first,first,first
955,include_second_first,first,number_one
956,include_second_first,first,number_1
957,include_second_first,first,beginning
958,include_second_first,first,commencement
959,include_second_first,first,outset
960,include_second_first,first,get-go
961,include_second_first,first,start
962,include_second_first,first,kickoff
963,include_second_first,first,starting_time
964,include_second_first,first,showtime
965,include_second_first,first,offset
966,include_second_first,trait,trait
967,include_second_first,set,set
968,include_second_first,set,exercise_set
969,include_second_first,configure,configure
970,include_second_first,embodiment,embodiment
971,include_second_first,embodiment,incarnation
972,include_second_first,embodiment,avatar
973,include_second_first,embodiment,shape
