,idx,title_raw,text_raw,title,text,content,_topic_
23,5372626,"

                    Fertilizer compositions for administering ionic metal microelements to plant roots                
","
            Metal ions selected from the group consisting of Fe+3, Mn+2, Cu+2 and Zn+2 are administered to plant roots in a composition comprising citric acid, whereas the molar ratio of citric acid to metal ions in this composition is about 0.8 to 2.5.        ",fertilizer compositions for administering ionic metal microelements to plant roots,"metal ions selected from the group consisting of fe+3, mn+2, cu+2 and zn+2 are administered to plant roots in a composition comprising citric acid, whereas the molar ratio of citric acid to metal ions in this composition is about 0.8 to 2.5.","fertilizer compositions for administering ionic metal microelements to plant roots metal ions selected from the group consisting of fe+3, mn+2, cu+2 and zn+2 are administered to plant roots in a composition comprising citric acid, whereas the molar ratio of citric acid to metal ions in this composition is about 0.8 to 2.5.",
24,7968764,"

                    Methods for increasing the yield of fermentable sugars from plant stover                
","
            Methods for increasing yield of fermentable sugars from plant stover are provided. The methods include using plants homozygous for two brown midrib mutations, bm1 and bm3. The methods also include using plants homozygous for a mutation in a gene that results in reduced cinnamyl alcohol dehydrogenase activity, and a mutation in a gene that results in reduced 5 -hydroxyconiferaldehyde/5-hydroxyconiferyl alcohol O-methyltransferase activity. The methods also include using transgenic plants that have reduced cinnamyl alcohol dehydrogenase activity and reduced 5 -hydroxyconiferaldehyde/5-hydroxyconiferyl alcohol O-methyltransferase activity in comparison with wild-type plants.        ",methods for increasing the yield of fermentable sugars from plant stover,"methods for increasing yield of fermentable sugars from plant stover are provided. the methods include using plants homozygous for two brown midrib mutations, bm1 and bm3. the methods also include using plants homozygous for a mutation in a gene that results in reduced cinnamyl alcohol dehydrogenase activity, and a mutation in a gene that results in reduced 5 -hydroxyconiferaldehyde/5-hydroxyconiferyl alcohol o-methyltransferase activity. the methods also include using transgenic plants that have reduced cinnamyl alcohol dehydrogenase activity and reduced 5 -hydroxyconiferaldehyde/5-hydroxyconiferyl alcohol o-methyltransferase activity in comparison with wild-type plants.","methods for increasing the yield of fermentable sugars from plant stover methods for increasing yield of fermentable sugars from plant stover are provided. the methods include using plants homozygous for two brown midrib mutations, bm1 and bm3. the methods also include using plants homozygous for a mutation in a gene that results in reduced cinnamyl alcohol dehydrogenase activity, and a mutation in a gene that results in reduced 5 -hydroxyconiferaldehyde/5-hydroxyconiferyl alcohol o-methyltransferase activity. the methods also include using transgenic plants that have reduced cinnamyl alcohol dehydrogenase activity and reduced 5 -hydroxyconiferaldehyde/5-hydroxyconiferyl alcohol o-methyltransferase activity in comparison with wild-type plants.",
25,6072108,"

                    Inbred corn plant 09DSQ1 and seeds thereof                
","
            According to the invention, there is provided an inbred corn plant designated 09DSQ1. This invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 09DSQ1, and to methods for producing a corn plant produced by crossing the inbred plant 09DSQ1 with itself or with another corn plant, such as another inbred. This invention further relates to corn seeds and plants produced by crossing the inbred plant 09DSQ1 with another corn plant, such as another inbred, and to crosses with related species. This invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 09DSQ1, and also to the RFLP and genetic isozyme typing profiles of inbred corn plant 09DSQ1.        ",inbred corn plant 09dsq1 and seeds thereof,"according to the invention, there is provided an inbred corn plant designated 09dsq1. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 09dsq1, and to methods for producing a corn plant produced by crossing the inbred plant 09dsq1 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 09dsq1 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 09dsq1, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 09dsq1.","inbred corn plant 09dsq1 and seeds thereof according to the invention, there is provided an inbred corn plant designated 09dsq1. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 09dsq1, and to methods for producing a corn plant produced by crossing the inbred plant 09dsq1 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 09dsq1 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 09dsq1, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 09dsq1.",
26,5965799,"

                    Inbred corn plant 91ISI4 and seeds thereof                
","
            According to the invention, there is provided an inbred corn plant designated 91ISI4. This invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 91ISI4, and to methods for producing a corn plant produced by crossing the inbred plant 91ISI4 with itself or with another corn plant, such as another inbred. This invention further relates to corn seeds and plants produced by crossing the inbred plant 91ISI4 with another corn plant, such as another inbred, and to crosses with related species. This invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 91ISI4, and also to the RFLP and genetic isozyme typing profiles of inbred corn plant 91ISI4.        ",inbred corn plant 91isi4 and seeds thereof,"according to the invention, there is provided an inbred corn plant designated 91isi4. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 91isi4, and to methods for producing a corn plant produced by crossing the inbred plant 91isi4 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 91isi4 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 91isi4, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 91isi4.","inbred corn plant 91isi4 and seeds thereof according to the invention, there is provided an inbred corn plant designated 91isi4. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 91isi4, and to methods for producing a corn plant produced by crossing the inbred plant 91isi4 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 91isi4 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 91isi4, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 91isi4.",
27,5936146,"

                    Inbred corn plant 79310J2 and seeds thereof                
","
            According to the invention, there is provided an inbred corn plant designated 79310J2. This invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 79310J2, and to methods for producing a corn plant produced by crossing the inbred plant 79310J2 with itself or with another corn plant, such as another inbred. This invention further relates to corn seeds and plants produced by crossing the inbred plant 79310J2 with another corn plant, such as another inbred, and to crosses with related species. This invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 79310J2, and also to the RFLP and genetic isozyme typing profiles of inbred corn plant 79310J2.        ",inbred corn plant 79310j2 and seeds thereof,"according to the invention, there is provided an inbred corn plant designated 79310j2. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 79310j2, and to methods for producing a corn plant produced by crossing the inbred plant 79310j2 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 79310j2 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 79310j2, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 79310j2.","inbred corn plant 79310j2 and seeds thereof according to the invention, there is provided an inbred corn plant designated 79310j2. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 79310j2, and to methods for producing a corn plant produced by crossing the inbred plant 79310j2 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 79310j2 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 79310j2, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 79310j2.",
28,5922935,"

                    Inbred corn plant 82DHB1 and seeds thereof                
","
            According to the invention, there is provided an inbred corn plant designated 82DHB1. This invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 82DHB1, and to methods for producing a corn plant produced by crossing the inbred plant 82DHB1 with itself or with another corn plant, such as another inbred. This invention further relates to corn seeds and plants produced by crossing the inbred plant 82DHB1 with another corn plant, such as another inbred, and to crosses with related species. This invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 82DHB1, and also to the RFLP and genetic isozyme typing profiles of inbred corn plant 82DHB1.        ",inbred corn plant 82dhb1 and seeds thereof,"according to the invention, there is provided an inbred corn plant designated 82dhb1. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 82dhb1, and to methods for producing a corn plant produced by crossing the inbred plant 82dhb1 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 82dhb1 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 82dhb1, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 82dhb1.","inbred corn plant 82dhb1 and seeds thereof according to the invention, there is provided an inbred corn plant designated 82dhb1. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 82dhb1, and to methods for producing a corn plant produced by crossing the inbred plant 82dhb1 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 82dhb1 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 82dhb1, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 82dhb1.",
29,5912421,"

                    Inbred corn plant 91ISI6 and seeds thereof                
","
            According to the invention, there is provided an inbred corn plant designated 91ISI6. This invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 91ISI6, and to methods for producing a corn plant produced by crossing the inbred plant 91ISI6 with itself or with another corn plant, such as another inbred. This invention further relates to corn seeds and plants produced by crossing the inbred plant 91ISI6 with another corn plant, such as another inbred, and to crosses with related species. This invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 91ISI6, and also to the RFLP and genetic isozyme typing profiles of inbred corn plant 91ISI6.        ",inbred corn plant 91isi6 and seeds thereof,"according to the invention, there is provided an inbred corn plant designated 91isi6. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 91isi6, and to methods for producing a corn plant produced by crossing the inbred plant 91isi6 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 91isi6 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 91isi6, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 91isi6.","inbred corn plant 91isi6 and seeds thereof according to the invention, there is provided an inbred corn plant designated 91isi6. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 91isi6, and to methods for producing a corn plant produced by crossing the inbred plant 91isi6 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 91isi6 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 91isi6, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 91isi6.",
30,5922936,"

                    Inbred corn plant 8M222 and seeds thereof                
","
            According to the invention, there is provided an inbred corn plant designated 8M222. This invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 8M222, and to methods for producing a corn plant produced by crossing the inbred plant 8M222 with itself or with another corn plant, such as another inbred. This invention further relates to corn seeds and plants produced by crossing the inbred plant 8M222 with another corn plant, such as another inbred, and to crosses with related species. This invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 8M222, and also to the RFLP and genetic isozyme typing profiles of inbred corn plant 8M222.        ",inbred corn plant 8m222 and seeds thereof,"according to the invention, there is provided an inbred corn plant designated 8m222. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 8m222, and to methods for producing a corn plant produced by crossing the inbred plant 8m222 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 8m222 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 8m222, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 8m222.","inbred corn plant 8m222 and seeds thereof according to the invention, there is provided an inbred corn plant designated 8m222. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 8m222, and to methods for producing a corn plant produced by crossing the inbred plant 8m222 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 8m222 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 8m222, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 8m222.",
31,6111171,"

                    Inbred corn plant 90LCL6 and seeds thereof                
","
            According to the invention, there is provided an inbred corn plant designated 90LCL6. This invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 90LCL6, and to methods for producing a corn plant produced by crossing the inbred plant 90LCL6 with itself or with another corn plant, such as another inbred. This invention further relates to corn seeds and plants produced by crossing the inbred plant 90LCL6 with another corn plant, such as another inbred, and to crosses with related species. This invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 90LCL6, and also to the RFLP and genetic isozyme typing profiles of inbred corn plant 90LCL6.        ",inbred corn plant 90lcl6 and seeds thereof,"according to the invention, there is provided an inbred corn plant designated 90lcl6. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 90lcl6, and to methods for producing a corn plant produced by crossing the inbred plant 90lcl6 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 90lcl6 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 90lcl6, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 90lcl6.","inbred corn plant 90lcl6 and seeds thereof according to the invention, there is provided an inbred corn plant designated 90lcl6. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 90lcl6, and to methods for producing a corn plant produced by crossing the inbred plant 90lcl6 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 90lcl6 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 90lcl6, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 90lcl6.",
32,5994631,"

                    Inbred corn plant WQDS2 and seeds thereof                
","
            According to the invention, there is provided an inbred corn plant designated WQDS2. This invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant WQDS2, and to methods for producing a corn plant produced by crossing the inbred plant WQDS2 with itself or with another corn plant, such as another inbred. This invention further relates to corn seeds and plants produced by crossing the inbred plant WQDS2 with another corn plant, such as another inbred, and to crosses with related species. This invention further relates to the inbred and hybrid genetic complements of the inbred corn plant WQDS2, and also to the RFLP and genetic isozyme typing profiles of inbred corn plant WQDS2.        ",inbred corn plant wqds2 and seeds thereof,"according to the invention, there is provided an inbred corn plant designated wqds2. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant wqds2, and to methods for producing a corn plant produced by crossing the inbred plant wqds2 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant wqds2 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant wqds2, and also to the rflp and genetic isozyme typing profiles of inbred corn plant wqds2.","inbred corn plant wqds2 and seeds thereof according to the invention, there is provided an inbred corn plant designated wqds2. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant wqds2, and to methods for producing a corn plant produced by crossing the inbred plant wqds2 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant wqds2 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant wqds2, and also to the rflp and genetic isozyme typing profiles of inbred corn plant wqds2.",
33,5962770,"

                    Inbred corn plant 91DHA1 and seeds thereof                
","
            According to the invention, there is provided an inbred corn plant designated 91DHA1. This invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 91DHA1, and to methods for producing a corn plant produced by crossing the inbred plant 91DHA1 with itself or with another corn plant, such as another inbred. This invention further relates to corn seeds and plants produced by crossing the inbred plant 91DHA1 with another corn plant, such as another inbred, and to crosses with related species. This invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 91DHA1, and also to the RFLP and genetic isozyme typing profiles of inbred corn plant 91DHA1.        ",inbred corn plant 91dha1 and seeds thereof,"according to the invention, there is provided an inbred corn plant designated 91dha1. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 91dha1, and to methods for producing a corn plant produced by crossing the inbred plant 91dha1 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 91dha1 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 91dha1, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 91dha1.","inbred corn plant 91dha1 and seeds thereof according to the invention, there is provided an inbred corn plant designated 91dha1. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 91dha1, and to methods for producing a corn plant produced by crossing the inbred plant 91dha1 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 91dha1 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 91dha1, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 91dha1.",
34,5932788,"

                    Inbred corn plant 86ISI3 and seeds thereof                
","
            According to the invention, there is provided an inbred corn plant designated 86ISI3. This invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 86ISI3, and to methods for producing a corn plant produced by crossing the inbred plant 86ISI3 with itself or with another corn plant, such as another inbred. This invention further relates to corn seeds and plants produced by crossing the inbred plant 86ISI3 with another corn plant, such as another inbred, and to crosses with related species. This invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 86ISI3, and also to the RFLP and genetic isozyme typing profiles of inbred corn plant 86ISI3.        ",inbred corn plant 86isi3 and seeds thereof,"according to the invention, there is provided an inbred corn plant designated 86isi3. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 86isi3, and to methods for producing a corn plant produced by crossing the inbred plant 86isi3 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 86isi3 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 86isi3, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 86isi3.","inbred corn plant 86isi3 and seeds thereof according to the invention, there is provided an inbred corn plant designated 86isi3. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 86isi3, and to methods for producing a corn plant produced by crossing the inbred plant 86isi3 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 86isi3 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 86isi3, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 86isi3.",
35,5939606,"

                    Inbred corn plant 01DHD10 and seeds thereof                
","
            According to the invention, there is provided an inbred corn plant designated 01DHD10. This invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 01DHD10, and to methods for producing a corn plant produced by crossing the inbred plant 01DHD10 with itself or with another corn plant, such as another inbred. This invention further relates to corn seeds and plants produced by crossing the inbred plant 01DHD10 with another corn plant, such as another inbred, and to crosses with related species. This invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 01DHD10, and also to the RFLP and genetic isozyme typing profiles of inbred corn plant 01DHD10.        ",inbred corn plant 01dhd10 and seeds thereof,"according to the invention, there is provided an inbred corn plant designated 01dhd10. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 01dhd10, and to methods for producing a corn plant produced by crossing the inbred plant 01dhd10 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 01dhd10 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 01dhd10, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 01dhd10.","inbred corn plant 01dhd10 and seeds thereof according to the invention, there is provided an inbred corn plant designated 01dhd10. this invention thus relates to the plants, seeds and tissue cultures of the inbred corn plant 01dhd10, and to methods for producing a corn plant produced by crossing the inbred plant 01dhd10 with itself or with another corn plant, such as another inbred. this invention further relates to corn seeds and plants produced by crossing the inbred plant 01dhd10 with another corn plant, such as another inbred, and to crosses with related species. this invention further relates to the inbred and hybrid genetic complements of the inbred corn plant 01dhd10, and also to the rflp and genetic isozyme typing profiles of inbred corn plant 01dhd10.",
36,7405346,"

                    Gene capable of imparting salt stress resistance                
","
            This invention provides a novel gene that can impart salt stress tolerance to plants for a long period of time and salt stress tolerant transgenic plants to which such gene has been introduced. Such novel gene encodes the following protein (a), (b), or (c), and such salt stress tolerant transgenic plant has such gene introduced therein: (a) a protein consisting of the amino acid sequence as shown in SEQ ID NO: 2 in the Sequence Listing; (b) a protein consisting of an amino acid sequence derived from the amino acid sequence as shown in SEQ ID NO: 2 in the Sequence Listing by deletion, substitution, or addition of one or several amino acid residues and having activity of imparting salt stress tolerance to plants; or (c) a protein consisting of an amino acid sequence derived from the amino acid sequence as shown in SEQ ID NO: 2 in the Sequence Listing by deletion, substitution, or addition of one or several amino acid residues and having UDP-glucose 4-epimerase activity.        ",gene capable of imparting salt stress resistance,"this invention provides a novel gene that can impart salt stress tolerance to plants for a long period of time and salt stress tolerant transgenic plants to which such gene has been introduced. such novel gene encodes the following protein (a), (b), or (c), and such salt stress tolerant transgenic plant has such gene introduced therein: (a) a protein consisting of the amino acid sequence as shown in seq id no: 2 in the sequence listing; (b) a protein consisting of an amino acid sequence derived from the amino acid sequence as shown in seq id no: 2 in the sequence listing by deletion, substitution, or addition of one or several amino acid residues and having activity of imparting salt stress tolerance to plants; or (c) a protein consisting of an amino acid sequence derived from the amino acid sequence as shown in seq id no: 2 in the sequence listing by deletion, substitution, or addition of one or several amino acid residues and having udp-glucose 4-epimerase activity.","gene capable of imparting salt stress resistance this invention provides a novel gene that can impart salt stress tolerance to plants for a long period of time and salt stress tolerant transgenic plants to which such gene has been introduced. such novel gene encodes the following protein (a), (b), or (c), and such salt stress tolerant transgenic plant has such gene introduced therein: (a) a protein consisting of the amino acid sequence as shown in seq id no: 2 in the sequence listing; (b) a protein consisting of an amino acid sequence derived from the amino acid sequence as shown in seq id no: 2 in the sequence listing by deletion, substitution, or addition of one or several amino acid residues and having activity of imparting salt stress tolerance to plants; or (c) a protein consisting of an amino acid sequence derived from the amino acid sequence as shown in seq id no: 2 in the sequence listing by deletion, substitution, or addition of one or several amino acid residues and having udp-glucose 4-epimerase activity.",
37,9247689,"

                    Active management of plant canopy temperature as a tool for modifying plant metabolic activity                
","
            The water-deficit stress of plants or crops is managed using plant temperatures to maximize product quality. The temperature of the target plant is repeatedly measured over a period of interest, and after each measurement, the plant temperature is compared with a predetermined plant setpoint temperature associated with a desired water-deficit stress level, above which temperature the plant is deemed to be in an undesired metabolic state. If the measured plant temperature is greater than the setpoint temperature, and humidity is not restrictive to plant cooling, then irrigation can be triggered to retain the plant within the desired stressed level, as determined by the temperature of the plant. By this method, irrigation can be withheld to increase plant temperature or applied to reduce plant temperature. The temperature of the plant is thus continuously increased and decreased relative to a desired temperature value that is indicative of a desired water-deficit stress.         ",active management of plant canopy temperature as a tool for modifying plant metabolic activity,"the water-deficit stress of plants or crops is managed using plant temperatures to maximize product quality. the temperature of the target plant is repeatedly measured over a period of interest, and after each measurement, the plant temperature is compared with a predetermined plant setpoint temperature associated with a desired water-deficit stress level, above which temperature the plant is deemed to be in an undesired metabolic state. if the measured plant temperature is greater than the setpoint temperature, and humidity is not restrictive to plant cooling, then irrigation can be triggered to retain the plant within the desired stressed level, as determined by the temperature of the plant. by this method, irrigation can be withheld to increase plant temperature or applied to reduce plant temperature. the temperature of the plant is thus continuously increased and decreased relative to a desired temperature value that is indicative of a desired water-deficit stress.","active management of plant canopy temperature as a tool for modifying plant metabolic activity the water-deficit stress of plants or crops is managed using plant temperatures to maximize product quality. the temperature of the target plant is repeatedly measured over a period of interest, and after each measurement, the plant temperature is compared with a predetermined plant setpoint temperature associated with a desired water-deficit stress level, above which temperature the plant is deemed to be in an undesired metabolic state. if the measured plant temperature is greater than the setpoint temperature, and humidity is not restrictive to plant cooling, then irrigation can be triggered to retain the plant within the desired stressed level, as determined by the temperature of the plant. by this method, irrigation can be withheld to increase plant temperature or applied to reduce plant temperature. the temperature of the plant is thus continuously increased and decreased relative to a desired temperature value that is indicative of a desired water-deficit stress.",
38,6815576,"

                    Non-dehiscent sesame variety S25                
","
            A non-dehiscent sesame (Sesamum indicum L.) designated S25 has been found. Its degree of shatter resistance, or seed retention, makes S25 suitable for mechanized harvesting.        ",non-dehiscent sesame variety s25,"a non-dehiscent sesame (sesamum indicum l.) designated s25 has been found. its degree of shatter resistance, or seed retention, makes s25 suitable for mechanized harvesting.","non-dehiscent sesame variety s25 a non-dehiscent sesame (sesamum indicum l.) designated s25 has been found. its degree of shatter resistance, or seed retention, makes s25 suitable for mechanized harvesting.",
39,7722695,"

                    Neem based composition for coating nitrogenous fertilizer                
","
            A neem based composition for coating nitrogenous fertilizer. The composition comprises 2-10 percent by weight neem extract, 10-60 percent by weight neem oil, 10-25 percent by weight binder and 25-50 percent by weight organic solvent. Also a method of making the composition by mixing the ingredients, a method of coating a nitrogenous fertilizer by mixing it with 0.5 to 1.0 percent by weight of the neem based composition and nitrogenous fertilizer coated with 0.5 to 1.0 percent by weight of the neem based composition.        ",neem based composition for coating nitrogenous fertilizer,"a neem based composition for coating nitrogenous fertilizer. the composition comprises 2-10 percent by weight neem extract, 10-60 percent by weight neem oil, 10-25 percent by weight binder and 25-50 percent by weight organic solvent. also a method of making the composition by mixing the ingredients, a method of coating a nitrogenous fertilizer by mixing it with 0.5 to 1.0 percent by weight of the neem based composition and nitrogenous fertilizer coated with 0.5 to 1.0 percent by weight of the neem based composition.","neem based composition for coating nitrogenous fertilizer a neem based composition for coating nitrogenous fertilizer. the composition comprises 2-10 percent by weight neem extract, 10-60 percent by weight neem oil, 10-25 percent by weight binder and 25-50 percent by weight organic solvent. also a method of making the composition by mixing the ingredients, a method of coating a nitrogenous fertilizer by mixing it with 0.5 to 1.0 percent by weight of the neem based composition and nitrogenous fertilizer coated with 0.5 to 1.0 percent by weight of the neem based composition.",
40,7141725,"

                    Rice cultivar designated ‘Cheniere’                
","
            A novel rice cultivar, designated ‘Cheniere,’ is disclosed. The invention relates to the seeds of rice cultivar ‘Cheniere,’ to the plants of rice ‘Cheniere,’ and to methods for producing a rice plant produced by crossing the cultivar ‘Cheniere’ with itself or another rice variety. The invention further relates to hybrid rice seeds and plants produced by crossing the cultivar ‘Cheniere’ with another rice cultivar.        ",rice cultivar designated ‘cheniere’,"a novel rice cultivar, designated ‘cheniere,’ is disclosed. the invention relates to the seeds of rice cultivar ‘cheniere,’ to the plants of rice ‘cheniere,’ and to methods for producing a rice plant produced by crossing the cultivar ‘cheniere’ with itself or another rice variety. the invention further relates to hybrid rice seeds and plants produced by crossing the cultivar ‘cheniere’ with another rice cultivar.","rice cultivar designated ‘cheniere’ a novel rice cultivar, designated ‘cheniere,’ is disclosed. the invention relates to the seeds of rice cultivar ‘cheniere,’ to the plants of rice ‘cheniere,’ and to methods for producing a rice plant produced by crossing the cultivar ‘cheniere’ with itself or another rice variety. the invention further relates to hybrid rice seeds and plants produced by crossing the cultivar ‘cheniere’ with another rice cultivar.",
